f,S_ML
2936666.667,105.8670193
2940000,99.55920682
2943333.333,90.41758172
2946666.667,108.699787
2950000,81.28748063
2953333.333,115.7795798
2956666.667,138.5182114
2960000,111.6529722
2963333.333,89.91945621
2966666.667,81.70923375
2970000,83.89592732
2973333.333,90.93510528
2976666.667,129.6371931
2980000,112.1090051
2983333.333,119.9808272
2986666.667,141.5740881
2990000,123.6009853
2993333.333,105.5547883
2996666.667,113.1985134
3000000,95.05813205
3003333.333,103.5259242
3006666.667,98.48506147
3010000,68.64601381
3013333.333,122.1677479
3016666.667,134.1191672
3020000,130.3313577
3023333.333,149.2421637
3026666.667,132.0747521
3030000,92.40244404
3033333.333,88.16631585
3036666.667,144.1201931
3040000,138.8077951
3043333.333,104.8864993
3046666.667,84.8394814
3050000,115.5176554
3053333.333,120.3267272
3056666.667,79.25290381
3060000,99.46988442
3063333.333,105.8182542
3066666.667,84.1025822
3070000,102.549425
3073333.333,105.4473293
3076666.667,126.8652158
3080000,141.121261
3083333.333,154.3565463
3086666.667,102.071195
3090000,104.4728272
3093333.333,121.8700083
3096666.667,118.7049472
3100000,108.8436914
3103333.333,136.5208334
3106666.667,136.8228268
3110000,105.2456858
3113333.333,92.69699757
3116666.667,95.96678836
3120000,113.8943587
3123333.333,85.57977987
3126666.667,110.1161027
3130000,135.2382694
3133333.333,103.9930037
3136666.667,104.5729371
3140000,105.0715817
3143333.333,123.825418
3146666.667,100.060089
3150000,88.66284505
3153333.333,85.54044942
3156666.667,85.67290659
3160000,100.3514883
3163333.333,129.7524433
3166666.667,135.151297
3170000,156.9546426
3173333.333,146.3169658
3176666.667,104.5915699
3180000,114.8754811
3183333.333,125.5599359
3186666.667,123.2569797
3190000,120.6817815
3193333.333,99.69139846
3196666.667,91.9367242
3200000,103.1306055
3203333.333,104.4915124
3206666.667,93.73463717
3210000,97.96783054
3213333.333,107.5158499
3216666.667,92.6218187
3220000,87.77514421
3223333.333,86.3935487
3226666.667,97.86958912
3230000,113.361505
3233333.333,88.50103744
3236666.667,90.99028889
3240000,101.6261981
3243333.333,91.80314931
3246666.667,113.6194613
3250000,94.0453271
3253333.333,95.49403613
3256666.667,107.9768712
3260000,99.35103632
3263333.333,100.5146003
3266666.667,100.751326
3270000,106.8229117
3273333.333,91.61432054
3276666.667,86.88167483
3280000,112.2034925
3283333.333,119.0751486
3286666.667,129.3795005
3290000,108.4816404
3293333.333,128.9891719
3296666.667,138.0130369
3300000,111.0001527
3303333.333,89.92577173
3306666.667,91.61529684
3310000,88.47748263
3313333.333,81.88306175
3316666.667,79.55532175
3320000,103.8453731
3323333.333,131.3000411
3326666.667,161.9707764
3330000,113.3288845
3333333.333,140.9637598
3336666.667,107.7201744
3340000,95.80631432
3343333.333,112.779175
3346666.667,128.7105452
3350000,102.5757966
3353333.333,114.4000949
3356666.667,119.642141
3360000,112.9559995
3363333.333,86.54960467
3366666.667,87.55051093
3370000,83.65822444
3373333.333,110.3725901
3376666.667,116.6336713
3380000,97.50740917
3383333.333,80.96479583
3386666.667,81.22380438
3390000,107.961285
3393333.333,122.9215912
3396666.667,90.58786963
3400000,100.4591258
3403333.333,128.7039879
3406666.667,104.3479411
3410000,82.41896252
3413333.333,101.9547201
3416666.667,89.04977815
3420000,99.17182184
3423333.333,90.56114572
3426666.667,90.56660819
3430000,122.0051689
3433333.333,138.9223602
3436666.667,126.6338801
3440000,95.2789756
3443333.333,76.113236
3446666.667,94.2535354
3450000,100.8110378
3453333.333,122.053222
3456666.667,134.7722708
3460000,108.1005826
3463333.333,91.36887951
3466666.667,103.6886623
3470000,118.8022611
3473333.333,142.562
3476666.667,126.1631031
3480000,143.9508762
3483333.333,149.9578298
3486666.667,130.736699
3490000,140.3668342
3493333.333,139.1419829
3496666.667,119.1485332
3500000,121.2267942
3503333.333,88.66393732
3506666.667,108.9780241
3510000,156.8833655
3513333.333,130.7340692
3516666.667,122.6955869
3520000,101.4408128
3523333.333,96.10176953
3526666.667,107.6757369
3530000,136.1632972
3533333.333,116.3332444
3536666.667,117.5829887
3540000,98.45362486
3543333.333,100.6158252
3546666.667,98.79274582
3550000,95.76076606
3553333.333,132.8081767
3556666.667,103.2289122
3560000,96.86616473
3563333.333,107.0610505
3566666.667,124.6164761
3570000,135.8042021
3573333.333,106.1283813
3576666.667,98.51578846
3580000,84.03249562
3583333.333,101.8889773
3586666.667,113.0384459
3590000,78.85612273
3593333.333,90.82253917
3596666.667,102.4202899
3600000,124.2893421
3603333.333,134.5053
3606666.667,123.776906
3610000,142.6077575
3613333.333,129.4123977
3616666.667,124.2484973
3620000,126.454658
3623333.333,119.8575435
3626666.667,112.8966176
3630000,90.17116722
3633333.333,93.28820625
3636666.667,102.3760286
3640000,87.69552714
3643333.333,82.70471009
3646666.667,115.7300027
3650000,84.52667556
3653333.333,104.748163
3656666.667,133.1109988
3660000,96.45799262
3663333.333,103.2308426
3666666.667,104.1010049
3670000,91.83977306
3673333.333,113.1478326
3676666.667,94.0171671
3680000,99.97672135
3683333.333,101.2475267
3686666.667,108.0744457
3690000,90.43234001
3693333.333,110.0203587
3696666.667,125.6229851
3700000,106.5559056
3703333.333,101.8271508
3706666.667,153.1021659
3710000,105.8158266
3713333.333,106.312906
3716666.667,121.0664931
3720000,127.0646346
3723333.333,108.9607791
3726666.667,104.3840239
3730000,116.3697032
3733333.333,104.8709329
3736666.667,126.4069828
3740000,145.0539133
3743333.333,132.0596286
3746666.667,123.4206347
3750000,148.0671112
3753333.333,143.5127569
3756666.667,141.4296059
3760000,124.1985652
3763333.333,99.96926236
3766666.667,83.75244148
3770000,105.155365
3773333.333,130.6381107
3776666.667,110.7579648
3780000,97.46205061
3783333.333,87.63738268
3786666.667,114.5743743
3790000,121.896924
3793333.333,126.6231898
3796666.667,109.4318724
3800000,111.1066938
3803333.333,135.9849848
3806666.667,122.7637187
3810000,126.5215983
3813333.333,111.7184735
3816666.667,133.1638683
3820000,119.2287103
3823333.333,108.8710897
3826666.667,116.5848185
3830000,135.5802442
3833333.333,106.8574144
3836666.667,94.74569439
3840000,121.2341712
3843333.333,100.1978378
3846666.667,127.2813353
3850000,122.3267411
3853333.333,85.6722957
3856666.667,71.6505197
3860000,81.91288973
3863333.333,106.3636206
3866666.667,113.4144274
3870000,80.68156957
3873333.333,86.52350184
3876666.667,102.8545454
3880000,97.66716633
3883333.333,78.55386802
3886666.667,121.7149971
3890000,142.1852101
3893333.333,135.7185856
3896666.667,144.5471187
3900000,152.1883194
3903333.333,165.2716708
3906666.667,126.496786
3910000,110.6373066
3913333.333,125.8278417
3916666.667,141.7623848
3920000,104.5226717
3923333.333,114.1902968
3926666.667,95.43873403
3930000,71.12743063
3933333.333,81.58244329
3936666.667,76.58866474
3940000,105.8901506
3943333.333,115.0673705
3946666.667,107.4201448
3950000,96.5243371
3953333.333,81.14572148
3956666.667,81.58368975
3960000,81.0355539
3963333.333,129.4330117
3966666.667,107.3883078
3970000,106.3651057
3973333.333,100.00324
3976666.667,113.5776809
3980000,111.0835476
3983333.333,104.1663551
3986666.667,93.04309743
3990000,89.87546239
3993333.333,76.00465734
3996666.667,110.5533854
4000000,93.43433983
4003333.333,121.048955
4006666.667,138.7814997
4010000,108.4082863
4013333.333,83.45255505
4016666.667,69.85079827
4020000,111.4492355
4023333.333,126.4737756
4026666.667,105.5852837
4030000,105.1918743
4033333.333,120.2143176
4036666.667,128.2068642
4040000,114.8679787
4043333.333,121.2428697
4046666.667,128.7336221
4050000,110.2425241
4053333.333,98.74975242
4056666.667,115.1578808
4060000,136.645135
4063333.333,111.9666397
4066666.667,103.9327237
4070000,83.62226432
4073333.333,83.27905754
4076666.667,104.3678615
4080000,97.3109645
4083333.333,92.64216501
4086666.667,114.0975826
4090000,114.7485294
4093333.333,112.4205766
4096666.667,96.45824797
4100000,87.26991853
4103333.333,120.5861824
4106666.667,114.9392835
4110000,105.9209414
4113333.333,91.93612972
4116666.667,104.3787112
4120000,142.6149944
4123333.333,122.7078603
4126666.667,131.2473138
4130000,110.3408437
4133333.333,132.1599473
4136666.667,121.2278952
4140000,139.0659808
4143333.333,91.3266158
4146666.667,87.27128245
4150000,89.69353342
4153333.333,94.12346798
4156666.667,114.8856849
4160000,120.6856045
4163333.333,123.8382819
4166666.667,129.8761095
4170000,110.3007838
4173333.333,105.6169962
4176666.667,128.6827967
4180000,115.6805006
4183333.333,99.06732491
4186666.667,81.16355848
4190000,61.87202098
4193333.333,105.6446021
4196666.667,88.78718106
4200000,111.3996023
4203333.333,125.3474379
4206666.667,105.4227473
4210000,114.2164148
4213333.333,119.7685751
4216666.667,98.50286587
4220000,89.90100404
4223333.333,119.1091533
4226666.667,120.582383
4230000,96.81857437
4233333.333,116.5027508
4236666.667,103.5807328
4240000,102.0684874
4243333.333,94.29425693
4246666.667,99.74741969
4250000,50.83979482
4253333.333,110.8124866
4256666.667,101.7367359
4260000,86.08779728
4263333.333,89.59148762
4266666.667,83.39956082
4270000,95.42015377
4273333.333,112.0267079
4276666.667,109.4886829
4280000,133.2813911
4283333.333,118.568361
4286666.667,94.55049727
4290000,97.27865064
4293333.333,116.3170231
4296666.667,134.3381139
4300000,118.7458731
4303333.333,99.31007412
4306666.667,95.7284367
4310000,112.4878724
4313333.333,120.8416958
4316666.667,116.0219808
4320000,118.3627152
4323333.333,118.5360449
4326666.667,100.3893382
4330000,94.36523479
4333333.333,95.7502956
4336666.667,97.42856669
4340000,84.96630669
4343333.333,75.84237882
4346666.667,117.2791099
4350000,159.097355
4353333.333,129.9646056
4356666.667,94.33448221
4360000,67.43875065
4363333.333,86.93639791
4366666.667,107.8016637
4370000,106.2971722
4373333.333,92.56242876
4376666.667,107.0144732
4380000,107.5110388
4383333.333,101.7233011
4386666.667,118.6059525
4390000,119.8594704
4393333.333,89.40585619
4396666.667,86.23663063
4400000,111.1089074
4403333.333,111.6003778
4406666.667,145.1823772
4410000,128.8645438
4413333.333,122.6275847
4416666.667,110.0701454
4420000,71.59222697
4423333.333,85.01299162
4426666.667,79.77444318
4430000,76.07748806
4433333.333,83.18645708
4436666.667,112.3364692
4440000,103.9284215
4443333.333,107.0405644
4446666.667,110.6416192
4450000,110.365068
4453333.333,97.26778193
4456666.667,120.6518588
4460000,102.4113843
4463333.333,124.7197345
4466666.667,131.6979333
4470000,107.451717
4473333.333,133.9506474
4476666.667,101.7775901
4480000,102.3840423
4483333.333,106.7426404
4486666.667,97.33252978
4490000,107.523212
4493333.333,92.62470593
4496666.667,97.56113431
4500000,122.3062364
4503333.333,111.6468225
4506666.667,106.0539119
4510000,138.9737778
4513333.333,140.3956729
4516666.667,105.3595086
4520000,88.8721564
4523333.333,92.00544725
4526666.667,91.77103528
4530000,93.3365827
4533333.333,79.65289397
4536666.667,88.7649449
4540000,110.9571082
4543333.333,89.64018362
4546666.667,109.8621567
4550000,149.795373
4553333.333,122.2991586
4556666.667,118.367611
4560000,104.5003854
4563333.333,100.8802888
4566666.667,117.9271765
4570000,115.9024927
4573333.333,125.5297504
4576666.667,101.902322
4580000,82.97047427
4583333.333,123.9069973
4586666.667,112.116777
4590000,78.219626
4593333.333,108.2841492
4596666.667,109.9567832
4600000,114.1725801
4603333.333,113.8752564
4606666.667,111.4748693
4610000,118.1558782
4613333.333,102.5713606
4616666.667,106.7290858
4620000,90.58722242
4623333.333,79.65739216
4626666.667,101.3136662
4630000,84.51325309
4633333.333,102.0144844
4636666.667,108.805615
4640000,93.43124669
4643333.333,117.8062769
4646666.667,149.6790263
4650000,128.0874586
4653333.333,125.9055223
4656666.667,141.3892459
4660000,111.4571956
4663333.333,109.9727645
4666666.667,120.3890851
4670000,131.788655
4673333.333,125.0058611
4676666.667,74.62107345
4680000,68.31348145
4683333.333,89.04404078
4686666.667,89.90060582
4690000,84.41449281
4693333.333,99.40313329
4696666.667,117.01465
4700000,97.84198986
4703333.333,88.09675196
4706666.667,105.6318573
4710000,113.2801542
4713333.333,85.77614169
4716666.667,82.2127195
4720000,99.92019593
4723333.333,77.28387877
4726666.667,98.66472739
4730000,116.5149048
4733333.333,97.91816932
4736666.667,117.14339
4740000,110.9532318
4743333.333,90.77499026
4746666.667,92.33785853
4750000,97.17811355
4753333.333,132.8803513
4756666.667,135.2689489
4760000,112.4281683
4763333.333,113.3625484
4766666.667,88.40781487
4770000,124.5759347
4773333.333,146.945866
4776666.667,117.4419345
4780000,83.07790193
4783333.333,108.5234937
4786666.667,106.1478527
4790000,86.52601335
4793333.333,85.79633304
4796666.667,85.24396801
4800000,97.26507964
4803333.333,70.99346528
4806666.667,109.5163297
4810000,94.85203612
4813333.333,93.68222797
4816666.667,89.84429398
4820000,94.88908766
4823333.333,90.3106772
4826666.667,91.85811642
4830000,114.7295055
4833333.333,112.2714862
4836666.667,127.2985295
4840000,114.7024507
4843333.333,113.9622436
4846666.667,82.5941069
4850000,93.17772549
4853333.333,103.5126974
4856666.667,110.1564858
4860000,103.1968898
4863333.333,107.0101078
4866666.667,127.6607573
4870000,130.787288
4873333.333,121.1878428
4876666.667,101.7286467
4880000,100.0794958
4883333.333,105.2416438
4886666.667,93.37876777
4890000,114.6909913
4893333.333,127.6733217
4896666.667,134.643649
4900000,121.6629516
4903333.333,87.74527889
4906666.667,91.32325194
4910000,98.20952705
4913333.333,90.78246005
4916666.667,87.19912177
4920000,97.17813326
4923333.333,97.35401851
4926666.667,97.33087234
4930000,112.4961664
4933333.333,108.3416394
4936666.667,85.8761399
4940000,116.2353084
4943333.333,88.23305163
4946666.667,91.65305107
4950000,85.19677664
4953333.333,87.78316412
4956666.667,93.67856936
4960000,107.8441333
4963333.333,100.6633565
4966666.667,130.7483848
4970000,118.1250096
4973333.333,129.0594834
4976666.667,129.748411
4980000,99.19709813
4983333.333,106.8592958
4986666.667,111.4268137
4990000,108.1541345
4993333.333,100.475544
4996666.667,84.04430303
5000000,88.22540569
5003333.333,118.4481561
5006666.667,106.519181
5010000,104.5361265
5013333.333,117.1178268
5016666.667,104.5860474
5020000,87.80085418
5023333.333,105.4541478
5026666.667,91.01295469
5030000,98.74088855
5033333.333,113.8248511
5036666.667,125.6484065
5040000,118.866207
5043333.333,104.2830037
5046666.667,89.51508126
5050000,85.74306266
5053333.333,86.5598571
5056666.667,108.0248838
5060000,109.8385117
5063333.333,123.4325888
5066666.667,94.5245562
5070000,81.71776708
5073333.333,90.80222216
5076666.667,112.1190429
5080000,107.1459544
5083333.333,82.26299531
5086666.667,79.44188987
5090000,89.97512761
5093333.333,91.78908436
5096666.667,108.2494169
5100000,101.0687001
5103333.333,79.08662288
5106666.667,84.6190069
5110000,89.08033654
5113333.333,88.40145886
5116666.667,116.9797775
5120000,101.3736049
5123333.333,111.656269
5126666.667,133.3530475
5130000,88.58084983
5133333.333,96.81082088
5136666.667,99.81578492
5140000,96.93680423
5143333.333,131.0924013
5146666.667,109.5023907
5150000,111.9462185
5153333.333,113.8696648
5156666.667,95.9359522
5160000,91.35706533
5163333.333,109.5361722
5166666.667,83.63173831
5170000,67.79226776
5173333.333,101.166482
5176666.667,109.9906137
5180000,118.1777496
5183333.333,125.8252842
5186666.667,107.5707711
5190000,124.2920401
5193333.333,88.89378372
5196666.667,86.88616763
5200000,90.43553526
5203333.333,84.82006607
5206666.667,80.99569806
5210000,83.77693304
5213333.333,122.7615248
5216666.667,133.0349784
5220000,111.4360397
5223333.333,95.57031286
5226666.667,83.23462114
5230000,108.5928851
5233333.333,140.2647971
5236666.667,129.1559742
5240000,123.7352334
5243333.333,90.45312917
5246666.667,81.79536496
5250000,107.7430506
5253333.333,141.227412
5256666.667,119.3058777
5260000,103.8677729
5263333.333,109.2742406
5266666.667,102.0588494
5270000,106.7420619
5273333.333,132.3080814
5276666.667,137.0244894
5280000,126.8630082
5283333.333,105.8403103
5286666.667,82.36508142
5290000,113.411616
5293333.333,109.2675087
5296666.667,108.0724289
5300000,91.1488178
5303333.333,80.32420149
5306666.667,76.8755268
5310000,125.5591963
5313333.333,144.6935932
5316666.667,88.7179566
5320000,87.08258456
5323333.333,92.23506808
5326666.667,106.4404477
5330000,102.3341439
5333333.333,71.25795992
5336666.667,95.49626418
5340000,114.6905844
5343333.333,107.8716548
5346666.667,92.35432953
5350000,113.1351748
5353333.333,105.8306811
5356666.667,94.26695292
5360000,90.9485706
5363333.333,96.77441909
5366666.667,94.7474854
5370000,103.7369139
5373333.333,121.6025583
5376666.667,105.4599191
5380000,111.4830837
5383333.333,123.0826715
5386666.667,99.58644845
5390000,114.5891891
5393333.333,97.96602913
5396666.667,93.59376383
5400000,104.934537
5403333.333,110.3702368
5406666.667,82.87407639
5410000,84.69406783
5413333.333,128.1358345
5416666.667,101.4108817
5420000,122.973129
5423333.333,105.4763507
5426666.667,91.27075707
5430000,102.3787807
5433333.333,82.96072813
5436666.667,78.54566103
5440000,106.7171435
5443333.333,134.1254905
5446666.667,125.6318173
5450000,97.09276292
5453333.333,77.18068784
5456666.667,86.78045925
5460000,117.3488409
5463333.333,110.5863191
5466666.667,105.6864186
5470000,122.4990081
5473333.333,99.16128602
5476666.667,92.52979742
5480000,124.6521561
5483333.333,137.9968723
5486666.667,114.3878378
5490000,105.8061985
5493333.333,100.2472526
5496666.667,94.9369225
5500000,111.2845446
5503333.333,96.21987494
5506666.667,93.88022845
5510000,126.7594516
5513333.333,76.1521164
5516666.667,72.88154711
5520000,97.83079299
5523333.333,112.9298134
5526666.667,126.9767935
5530000,113.0481211
5533333.333,98.66252228
5536666.667,105.3241197
5540000,88.71580907
5543333.333,105.3701224
5546666.667,103.347068
5550000,106.8941146
5553333.333,121.8145302
5556666.667,127.3387441
5560000,106.4624034
5563333.333,116.9341396
5566666.667,94.7752678
5570000,85.06992697
5573333.333,94.11568735
5576666.667,114.3776776
5580000,112.437669
5583333.333,117.8686297
5586666.667,78.36939432
5590000,68.39266844
5593333.333,76.55770508
5596666.667,85.50806316
5600000,111.7390008
5603333.333,94.79442776
5606666.667,124.7672245
5610000,126.0922152
5613333.333,101.9934569
5616666.667,107.4082261
5620000,91.91217962
5623333.333,111.0298863
5626666.667,111.9922059
5630000,99.60568947
5633333.333,87.20117616
5636666.667,112.0596698
5640000,91.61206167
5643333.333,86.45988922
5646666.667,106.3241038
5650000,112.516468
5653333.333,106.0189419
5656666.667,90.69118587
5660000,111.7951804
5663333.333,118.4626315
5666666.667,103.7954255
5670000,88.90653131
5673333.333,111.2831521
5676666.667,89.79863177
5680000,82.01137146
5683333.333,99.26577269
5686666.667,130.8926826
5690000,116.6418792
5693333.333,90.36093707
5696666.667,137.8625874
5700000,140.7923684
5703333.333,111.1326887
5706666.667,105.9014908
5710000,107.4962742
5713333.333,102.2105835
5716666.667,94.06631409
5720000,85.32671366
5723333.333,84.94870176
5726666.667,101.4809025
5730000,90.44883039
5733333.333,103.9548474
5736666.667,125.025003
5740000,97.35488679
5743333.333,96.1930193
5746666.667,99.6259704
5750000,106.9871027
5753333.333,115.4503832
5756666.667,121.769327
5760000,110.7202494
5763333.333,95.43058662
5766666.667,83.54963602
5770000,85.08678806
5773333.333,78.14561768
5776666.667,69.78527272
5780000,99.74747962
5783333.333,152.2605703
5786666.667,104.302877
5790000,75.30393515
5793333.333,78.92979145
5796666.667,83.62895824
5800000,117.0049578
5803333.333,103.0414408
5806666.667,97.35960321
5810000,98.09101854
5813333.333,85.73100688
5816666.667,75.86814149
5820000,86.11281353
5823333.333,102.4636093
5826666.667,90.81217073
5830000,97.55904033
5833333.333,84.92763355
5836666.667,109.8279477
5840000,116.226662
5843333.333,85.75871236
5846666.667,92.53962854
5850000,110.9914294
5853333.333,117.7144928
5856666.667,95.84122176
5860000,70.94837776
5863333.333,111.6868935
5866666.667,127.0436013
5870000,117.7411844
5873333.333,89.12370109
5876666.667,75.86416968
5880000,83.6039397
5883333.333,120.292571
5886666.667,97.78353977
5890000,108.5186392
5893333.333,108.5968658
5896666.667,76.73548009
5900000,96.01011233
5903333.333,87.97034932
5906666.667,100.6798315
5910000,83.32251997
5913333.333,104.1474745
5916666.667,95.8074889
5920000,107.6126143
5923333.333,83.06690995
5926666.667,99.40259491
5930000,117.2327857
5933333.333,128.2310962
5936666.667,160.1075193
5940000,145.9917843
5943333.333,134.5174546
5946666.667,91.61154482
5950000,108.8968844
5953333.333,98.41503059
5956666.667,103.2225317
5960000,90.23219788
5963333.333,77.0535649
5966666.667,100.9943798
5970000,124.4478799
5973333.333,95.35493205
5976666.667,72.21048041
5980000,80.60459174
5983333.333,98.0884633
5986666.667,136.0535383
5990000,119.6345501
5993333.333,118.1041646
5996666.667,125.8273482
6000000,93.88660404
6003333.333,76.38190163
6006666.667,92.12454101
6010000,95.93793073
6013333.333,114.4354793
6016666.667,96.22886036
6020000,74.8333994
6023333.333,88.96202035
6026666.667,103.968653
6030000,102.9358169
6033333.333,69.65993914
6036666.667,67.72708974
6040000,92.87572021
6043333.333,77.12449002
6046666.667,80.22661294
6050000,73.90161753
6053333.333,90.95751624
6056666.667,99.75546967
6060000,86.31558282
6063333.333,97.42043349
6066666.667,102.6661174
6070000,79.97521001
6073333.333,58.60720083
6076666.667,108.0752358
6080000,100.1211367
6083333.333,100.6054537
6086666.667,73.78023177
6090000,87.28570695
6093333.333,84.28589514
6096666.667,118.4822018
6100000,141.0037503
6103333.333,129.6883205
6106666.667,110.1988919
6110000,80.61071485
6113333.333,76.30069669
6116666.667,91.36786629
6120000,74.22949385
6123333.333,66.47817616
6126666.667,77.0094178
6130000,84.21046474
6133333.333,75.95882467
6136666.667,81.6732793
6140000,98.84696304
6143333.333,91.54260548
6146666.667,93.53226418
6150000,89.04515427
6153333.333,84.92214113
6156666.667,113.8984996
6160000,128.0516749
6163333.333,95.63502143
6166666.667,86.08241592
6170000,130.348574
6173333.333,107.9547391
6176666.667,97.36317513
6180000,108.0417012
6183333.333,127.0709697
6186666.667,137.591164
6190000,95.23735884
6193333.333,109.212365
6196666.667,117.950091
6200000,132.4575414
6203333.333,123.8182518
6206666.667,98.3256281
6210000,85.66142958
6213333.333,118.9620382
6216666.667,128.7034887
6220000,109.6041486
6223333.333,102.95477
6226666.667,106.6177469
6230000,100.7649774
6233333.333,122.2589076
6236666.667,95.25644832
6240000,79.47858009
6243333.333,99.0921698
6246666.667,88.8746452
6250000,84.12497865
6253333.333,97.73129562
6256666.667,76.10842027
6260000,83.2696583
6263333.333,75.18530453
6266666.667,90.54985966
6270000,85.72258131
6273333.333,110.4639257
6276666.667,113.1681291
6280000,116.1845127
6283333.333,128.8986925
6286666.667,129.0187254
6290000,84.19172712
6293333.333,84.85222967
6296666.667,74.83623683
6300000,99.96892241
6303333.333,96.43365696
6306666.667,97.0224803
6310000,86.52588312
6313333.333,97.25991186
6316666.667,86.45126054
6320000,111.0208879
6323333.333,113.9052446
6326666.667,83.3788317
6330000,101.5660235
6333333.333,135.9506096
6336666.667,97.98113373
6340000,96.87464877
6343333.333,121.03111
6346666.667,120.0273406
6350000,112.7234707
6353333.333,70.99336417
6356666.667,75.71208221
6360000,103.6849762
6363333.333,113.4442483
6366666.667,119.3645837
6370000,136.1464012
6373333.333,113.3601848
6376666.667,78.48292637
6380000,73.60936457
6383333.333,90.78846278
6386666.667,100.6489294
6390000,96.15855777
6393333.333,111.1867755
6396666.667,103.2114374
6400000,109.3166229
6403333.333,94.12405008
6406666.667,110.0403727
6410000,98.09830808
6413333.333,96.01557995
6416666.667,108.7707365
6420000,87.29611501
6423333.333,90.79238848
6426666.667,98.12001986
6430000,111.1924063
6433333.333,79.72557665
6436666.667,63.40815863
6440000,82.71647842
6443333.333,90.12337145
6446666.667,87.83159117
6450000,109.1767109
6453333.333,102.1270522
6456666.667,103.5313169
6460000,129.5268196
6463333.333,68.23961057
6466666.667,75.66565936
6470000,113.2704903
6473333.333,116.1571791
6476666.667,114.2407402
6480000,116.8859591
6483333.333,121.4350443
6486666.667,84.36771534
6490000,74.82403971
6493333.333,82.68624987
6496666.667,91.91513247
6500000,95.32194878
6503333.333,96.59379043
6506666.667,107.9746059
6510000,94.48574846
6513333.333,110.4208381
6516666.667,112.1642186
6520000,105.9013262
6523333.333,121.3890082
6526666.667,131.1166068
6530000,142.6887825
6533333.333,118.9414904
6536666.667,128.5204948
6540000,86.65383191
6543333.333,71.54997787
6546666.667,78.73241825
6550000,120.8687176
6553333.333,108.7740948
6556666.667,72.07261201
6560000,112.3116268
6563333.333,113.9260785
6566666.667,115.3787481
6570000,117.8568179
6573333.333,127.0637102
6576666.667,129.6711479
6580000,95.50582165
6583333.333,72.75109083
6586666.667,93.12464231
6590000,93.84056513
6593333.333,98.42536795
6596666.667,102.9556224
6600000,97.89626222
6603333.333,98.38279182
6606666.667,87.91985868
6610000,93.91662454
6613333.333,86.94853814
6616666.667,91.13360022
6620000,94.15866912
6623333.333,96.29995407
6626666.667,98.06035787
6630000,115.4638146
6633333.333,86.31692068
6636666.667,111.6246555
6640000,115.3505428
6643333.333,87.17837387
6646666.667,78.40753617
6650000,98.6480605
6653333.333,127.675333
6656666.667,112.3343919
6660000,98.57753482
6663333.333,100.6283038
6666666.667,111.3583798
6670000,141.0574519
6673333.333,129.206211
6676666.667,124.7309026
6680000,113.1254745
6683333.333,88.03462769
6686666.667,65.82630218
6690000,78.60948471
6693333.333,88.78054761
6696666.667,90.95499844
6700000,101.4983913
6703333.333,128.6354518
6706666.667,76.35502075
6710000,77.9663923
6713333.333,65.83256583
6716666.667,71.63755243
6720000,93.96702481
6723333.333,102.8717262
6726666.667,97.30883375
6730000,84.83627606
6733333.333,94.2984325
6736666.667,98.31660481
6740000,110.5459413
6743333.333,80.58868349
6746666.667,85.0308614
6750000,129.507814
6753333.333,149.2657424
6756666.667,132.840193
6760000,110.7827821
6763333.333,141.5295198
6766666.667,93.38184071
6770000,91.56972261
6773333.333,106.8210306
6776666.667,122.8942521
6780000,134.4253113
6783333.333,116.4653646
6786666.667,86.43820676
6790000,80.32649588
6793333.333,80.72274965
6796666.667,104.979184
6800000,110.0509469
6803333.333,117.2446311
6806666.667,105.1706038
6810000,98.12219909
6813333.333,80.58083768
6816666.667,99.63265797
6820000,116.1076073
6823333.333,120.7853753
6826666.667,87.2747203
6830000,90.34878902
6833333.333,95.74340694
6836666.667,100.0815566
6840000,99.06539399
6843333.333,116.5554729
6846666.667,118.6932897
6850000,117.7866539
6853333.333,124.5443947
6856666.667,86.02716466
6860000,86.46042853
6863333.333,119.1339724
6866666.667,126.2277192
6870000,119.9506848
6873333.333,107.1198504
6876666.667,127.8877587
6880000,95.35356496
6883333.333,119.3549477
6886666.667,121.9802513
6890000,106.4450285
6893333.333,101.2011655
6896666.667,98.58484242
6900000,115.2557913
6903333.333,121.9565952
6906666.667,105.8723491
6910000,89.77727366
6913333.333,104.410896
6916666.667,96.66175465
6920000,87.42528632
6923333.333,90.38972304
6926666.667,92.95175404
6930000,113.3729403
6933333.333,130.206562
6936666.667,126.5649525
6940000,100.7737108
6943333.333,103.8502034
6946666.667,133.7119652
6950000,120.2319048
6953333.333,86.64433719
6956666.667,78.62448703
6960000,76.89548377
6963333.333,114.5316054
6966666.667,137.417311
6970000,94.51650624
6973333.333,110.1018318
6976666.667,110.190599
6980000,98.32769063
6983333.333,106.1464721
6986666.667,109.7171823
6990000,82.35999921
6993333.333,74.34712686
6996666.667,105.0538082
7000000,136.9492084
7003333.333,94.59540668
7006666.667,94.96399203
7010000,108.0604533
7013333.333,83.89810729
7016666.667,83.62257523
7020000,92.79420735
7023333.333,90.81884153
7026666.667,84.00015783
7030000,86.58576069
7033333.333,108.8536863
7036666.667,109.772118
7040000,126.2140801
7043333.333,112.2259076
7046666.667,137.7293772
7050000,125.8365914
7053333.333,100.1621457
7056666.667,85.71713731
7060000,99.19660014
7063333.333,99.27035583
7066666.667,70.21057368
7070000,87.80555809
