f,S_ML
27033333.33,90.33145237
27066666.67,77.66466832
27100000,79.08212305
27133333.33,81.25383656
27166666.67,70.1743468
27200000,82.56617235
27233333.33,69.75344853
27266666.67,64.01073645
27300000,79.7804275
27333333.33,87.64052817
27366666.67,85.6255226
27400000,98.1540583
27433333.33,60.3419949
27466666.67,63.56448743
27500000,66.66965819
27533333.33,59.68370562
27566666.67,80.82934198
27600000,79.24008486
27633333.33,71.20095782
27666666.67,55.76088292
27700000,68.45124902
27733333.33,73.68436928
27766666.67,70.64600859
27800000,74.03296319
27833333.33,104.0979645
27866666.67,89.54710096
27900000,81.3640802
27933333.33,78.01611232
27966666.67,70.40622947
28000000,80.84516606
28033333.33,65.9595744
28066666.67,65.75380511
28100000,79.13207298
28133333.33,78.08602976
28166666.67,60.50271317
28200000,62.99636585
28233333.33,73.94808088
28266666.67,78.0566949
28300000,82.44825233
28333333.33,73.5179517
28366666.67,65.7435559
28400000,79.28194613
28433333.33,67.1537145
28466666.67,59.89670258
28500000,70.09540729
28533333.33,77.95890476
28566666.67,55.17797696
28600000,59.2892608
28633333.33,75.97847053
28666666.67,88.59494918
28700000,83.34727726
28733333.33,76.09168853
28766666.67,72.41821079
28800000,62.35993984
28833333.33,56.39317599
28866666.67,58.27702466
28900000,76.8277844
28933333.33,67.68821847
28966666.67,68.92468176
29000000,75.39212724
29033333.33,58.95708944
29066666.67,69.61903182
29100000,62.094794
29133333.33,69.2938373
29166666.67,76.85438016
29200000,71.04531003
29233333.33,72.94265118
29266666.67,69.79294168
29300000,71.97764515
29333333.33,82.71393188
29366666.67,70.59456183
29400000,89.35419898
29433333.33,80.28477187
29466666.67,85.17274287
29500000,96.75612239
29533333.33,89.69770057
29566666.67,88.39696467
29600000,80.44862951
29633333.33,93.7723801
29666666.67,69.85726726
29700000,56.04521173
29733333.33,80.14269054
29766666.67,83.42261243
29800000,84.26411984
29833333.33,78.61464492
29866666.67,105.9313364
29900000,92.45534024
29933333.33,73.61643432
29966666.67,81.25273684
30000000,68.71448394
30033333.33,56.43387001
30066666.67,46.33764509
30100000,64.76975674
30133333.33,63.08228961
30166666.67,70.95668317
30200000,82.14329813
30233333.33,95.77861609
30266666.67,57.59129697
30300000,63.79791977
30333333.33,84.51873227
30366666.67,75.24266511
30400000,90.88100612
30433333.33,83.37653066
30466666.67,70.00834568
30500000,58.74963426
30533333.33,81.42452679
30566666.67,76.00054247
30600000,62.20934354
30633333.33,87.47209943
30666666.67,122.4104364
30700000,84.82310532
30733333.33,62.55873491
30766666.67,63.93412896
30800000,80.41241549
30833333.33,63.64219749
30866666.67,65.14173511
30900000,57.88600064
30933333.33,81.13157939
30966666.67,99.2623653
31000000,67.28901213
31033333.33,51.25181077
31066666.67,52.93857529
31100000,63.37911321
31133333.33,63.46292352
31166666.67,57.1744675
31200000,119.7585726
31233333.33,122.7622561
31266666.67,96.37998796
31300000,86.5803824
31333333.33,61.57324325
31366666.67,59.2147333
31400000,92.62626506
31433333.33,119.3598858
31466666.67,107.3585892
31500000,90.85275205
31533333.33,85.39951869
31566666.67,63.89957543
31600000,71.02076737
31633333.33,86.81383095
31666666.67,60.97921595
31700000,61.08305627
31733333.33,73.9411844
31766666.67,63.43302132
31800000,69.55948649
31833333.33,73.48058981
31866666.67,74.64391499
31900000,96.20390627
31933333.33,92.71610037
31966666.67,73.84764071
32000000,57.11471798
32033333.33,75.48617461
32066666.67,100.3715244
32100000,81.52576642
32133333.33,65.30553484
32166666.67,63.61552317
32200000,98.08537329
32233333.33,73.69420683
32266666.67,63.61480534
32300000,87.21906898
32333333.33,73.96516009
32366666.67,66.74693921
32400000,66.50125233
32433333.33,62.57360548
32466666.67,70.57730506
32500000,73.75805524
32533333.33,62.56955545
32566666.67,72.13157557
32600000,76.68727329
32633333.33,73.52652621
32666666.67,53.67238591
32700000,65.20444606
32733333.33,81.69337956
32766666.67,72.22764673
32800000,84.80091081
32833333.33,71.19883144
32866666.67,67.38303479
32900000,66.74380202
32933333.33,71.88674275
32966666.67,70.9982849
33000000,70.25680082
33033333.33,79.36983555
33066666.67,92.00057461
33100000,80.36607917
33133333.33,90.39595997
33166666.67,69.43657245
33200000,53.21782745
33233333.33,55.78107638
33266666.67,62.57502935
33300000,90.15817737
33333333.33,77.87714799
33366666.67,81.53129236
33400000,79.97506692
33433333.33,91.80305349
33466666.67,71.52898487
33500000,72.92926006
33533333.33,80.65983389
33566666.67,62.3860653
33600000,68.22389957
33633333.33,68.7936707
33666666.67,63.32390705
33700000,65.95705675
33733333.33,71.74086612
33766666.67,63.52969918
33800000,91.16909716
33833333.33,81.88394855
33866666.67,72.16650314
33900000,78.3215088
33933333.33,83.27745142
33966666.67,77.01380561
34000000,90.58396739
34033333.33,80.97629573
34066666.67,64.20935493
34100000,56.88398137
34133333.33,57.37997355
34166666.67,59.83922888
34200000,65.93901224
34233333.33,65.17084254
34266666.67,80.817421
34300000,90.251178
34333333.33,83.72085301
34366666.67,88.19212062
34400000,77.27459562
34433333.33,95.31704767
34466666.67,80.00298902
34500000,64.3482645
34533333.33,72.91870517
39566666.67,93.77803542
39600000,79.16936781
39633333.33,84.05827499
39666666.67,69.08439014
39700000,74.33309013
39733333.33,73.70677512
39766666.67,66.94227669
39800000,78.14832274
39833333.33,96.29386995
39866666.67,91.8892104
39900000,81.43389351
39933333.33,98.804594
39966666.67,77.26353744
40000000,64.36196635
40033333.33,81.00849622
40066666.67,96.4692678
40100000,83.72762408
40133333.33,73.19533115
40166666.67,70.97425584
40200000,83.72480582
40233333.33,92.64191475
40266666.67,63.91940139
40300000,60.03974816
40333333.33,55.74294785
40366666.67,66.9606707
40400000,72.68689549
40433333.33,74.1639432
40466666.67,83.61388815
40500000,64.20360167
40533333.33,75.48985848
40566666.67,91.36117536
40600000,87.86402076
40633333.33,99.64675251
40666666.67,103.729377
40700000,105.2812257
40733333.33,122.0928204
40766666.67,107.4728437
40800000,58.52611086
40833333.33,58.32772503
40866666.67,58.55509354
40900000,55.41082838
40933333.33,59.53213451
40966666.67,52.69704449
41000000,72.82198762
41033333.33,83.04820886
41066666.67,74.98313012
41100000,66.61071885
41133333.33,74.58971953
41166666.67,69.46854098
41200000,92.93019768
41233333.33,105.315848
41266666.67,81.74552159
41300000,80.6153657
41333333.33,75.6821528
41366666.67,79.34662046
41400000,90.63260865
41433333.33,94.27943926
41466666.67,99.08446516
41500000,76.53054833
41533333.33,63.61833073
41566666.67,57.41389922
41600000,77.29601099
41633333.33,72.49717003
41666666.67,79.96347737
41700000,95.92188754
41733333.33,86.20689824
41766666.67,81.92728077
41800000,87.96958022
41833333.33,74.09377324
41866666.67,80.61085851
41900000,63.61571459
41933333.33,47.87451218
41966666.67,69.94530542
42000000,78.46926629
42033333.33,53.97976086
42066666.67,59.26054346
42100000,93.40545962
42133333.33,96.87334957
42166666.67,103.4889117
42200000,89.79717244
42233333.33,70.9842141
42266666.67,71.88053654
42300000,92.92570548
42333333.33,85.45022336
42366666.67,98.12180287
42400000,108.2122351
42433333.33,98.69500554
42466666.67,91.76998151
42500000,85.61993363
42533333.33,74.65779094
42566666.67,71.58686265
42600000,80.76199909
42633333.33,95.92290611
42666666.67,85.43691262
42700000,79.82294943
42733333.33,87.48083503
42766666.67,75.2326727
42800000,70.46672365
42833333.33,86.63179006
42866666.67,69.9384811
42900000,55.9348726
42933333.33,71.36600067
42966666.67,85.14983826
43000000,75.18334491
43033333.33,60.49331729
43066666.67,91.78804965
43100000,87.04221985
43133333.33,89.62143826
43166666.67,68.88145127
43200000,60.97257855
43233333.33,75.49244767
43266666.67,74.48955212
43300000,64.35813161
43333333.33,78.12116815
43366666.67,75.33358138
43400000,76.74162965
43433333.33,107.2927423
43466666.67,99.69762892
43500000,61.58659933
43533333.33,55.36124858
43566666.67,76.95180864
43600000,83.72037721
43633333.33,90.84211502
43666666.67,87.2929944
43700000,90.9934749
43733333.33,85.34446857
43766666.67,72.18062266
43800000,82.98836494
43833333.33,88.13593343
43866666.67,88.20647075
43900000,98.37461889
43933333.33,111.4387422
43966666.67,83.84352501
44000000,76.01848482
44033333.33,72.8291048
44066666.67,79.79609497
44100000,76.64028975
44133333.33,72.76478973
44166666.67,88.05587135
44200000,77.87718329
44233333.33,66.1875155
44266666.67,94.65240973
44300000,89.16171273
44333333.33,81.10182198
44366666.67,65.64246882
44400000,81.03015281
44433333.33,85.33123998
44466666.67,66.22951798
44500000,60.16538652
44533333.33,56.33511217
44566666.67,49.60431384
44600000,64.63968649
44633333.33,78.40751846
44666666.67,86.17915759
44700000,61.78901664
44733333.33,63.81114752
44766666.67,94.25922462
44800000,92.09828234
44833333.33,91.58132085
44866666.67,76.2430564
44900000,93.53284445
44933333.33,90.08094125
44966666.67,77.25868545
45000000,80.77048282
45033333.33,72.07646633
45066666.67,78.44947812
45100000,73.23566699
45133333.33,80.65214627
45166666.67,73.18472281
45200000,66.93324426
45233333.33,84.43658157
45266666.67,92.02505423
45300000,83.29988377
45333333.33,76.06839976
45366666.67,65.72952939
45400000,78.1188878
45433333.33,69.99278374
45466666.67,72.06052339
45500000,78.87219652
45533333.33,74.48760158
45566666.67,93.45460116
45600000,104.3224663
45633333.33,95.52210368
45666666.67,97.93154831
45700000,84.46280883
45733333.33,81.15957652
45766666.67,67.86881249
45800000,68.85906107
45833333.33,90.29138674
45866666.67,86.3221607
45900000,83.9045008
45933333.33,85.33744768
45966666.67,89.43528402
46000000,70.22937781
46033333.33,90.30512742
46066666.67,96.61850014
46100000,78.71797346
46133333.33,66.74471703
46166666.67,93.27565052
46200000,83.94255551
46233333.33,79.59046798
46266666.67,73.66038765
46300000,55.00880357
46333333.33,48.55627114
46366666.67,53.50093011
46400000,75.10085591
46433333.33,96.0395884
46466666.67,89.17126885
46500000,86.25017069
46533333.33,100.6604469
46566666.67,95.32062098
46600000,77.07983096
46633333.33,64.02355417
46666666.67,77.66412193
46700000,76.46344706
46733333.33,74.27376768
46766666.67,74.45251362
46800000,68.64210321
46833333.33,55.77190523
46866666.67,65.42687356
46900000,91.23512572
46933333.33,109.4155539
46966666.67,110.2991455
47000000,126.7374079
47033333.33,110.834636
47066666.67,108.6783315
47100000,83.081639
47133333.33,71.91129888
47166666.67,82.87260163
47200000,71.35594809
47233333.33,81.55287422
47266666.67,95.91007637
47300000,105.7331584
47333333.33,81.39482396
47366666.67,77.99862461
47400000,82.77145689
47433333.33,74.58130779
47466666.67,70.4732211
47500000,75.52791886
47533333.33,94.37675615
47566666.67,90.35093721
47600000,74.04858931
47633333.33,82.37263243
47666666.67,87.06138399
47700000,84.95651776
47733333.33,72.57376991
47766666.67,79.10095915
47800000,91.4692735
47833333.33,84.36431685
47866666.67,87.56175821
47900000,97.0985569
47933333.33,78.2268784
47966666.67,98.46918377
48000000,90.30088917
48033333.33,75.85282968
48066666.67,75.13730984
48100000,89.42533551
48133333.33,96.74042402
48166666.67,100.2643945
48200000,80.53080942
48233333.33,85.93416072
48266666.67,84.1305553
48300000,82.2362413
48333333.33,97.60489567
48366666.67,124.3810667
48400000,108.9834943
48433333.33,100.2494153
48466666.67,97.41836077
48500000,93.34330694
48533333.33,77.62411731
48566666.67,71.30846558
48600000,65.67360041
48633333.33,81.7812568
48666666.67,102.2408144
48700000,68.72317152
48733333.33,66.88917082
48766666.67,70.25710257
48800000,73.53700494
48833333.33,89.06984153
48866666.67,95.61290189
48900000,84.37442066
48933333.33,80.99281816
48966666.67,68.59117616
49000000,74.84789856
49033333.33,72.39680149
49066666.67,93.58612122
49100000,90.77990657
49133333.33,77.53712964
49166666.67,63.28488883
49200000,63.66471229
49233333.33,67.59085891
49266666.67,54.2193503
49300000,68.63368586
49333333.33,89.04422951
49366666.67,58.66254809
49400000,72.16791333
49433333.33,70.45613025
49466666.67,99.2145285
49500000,90.88344662
49533333.33,68.07352245
49566666.67,62.48663771
49600000,68.23518289
49633333.33,70.07303829
49666666.67,77.88652021
49700000,102.7354958
49733333.33,100.1917118
49766666.67,82.34811107
49800000,85.71487828
49833333.33,89.74312869
49866666.67,96.18780162
49900000,117.0835665
49933333.33,94.42663837
49966666.67,67.15972957
50000000,83.51598391
50033333.33,93.3509203
50066666.67,97.98149007
50100000,76.95122967
50133333.33,79.88292818
50166666.67,74.5041733
50200000,92.52190981
50233333.33,84.8124958
50266666.67,103.5866765
50300000,105.2574428
50333333.33,100.124859
50366666.67,58.20847678
50400000,80.06176478
50433333.33,105.4750156
50466666.67,87.62555017
50500000,96.54365339
50533333.33,87.44041552
50566666.67,94.98716693
50600000,132.4167565
50633333.33,116.9316741
50666666.67,78.0716974
50700000,80.08703515
50733333.33,73.73522943
50766666.67,69.92645574
50800000,86.17460885
50833333.33,80.29371438
50866666.67,74.29328062
50900000,75.28947866
50933333.33,71.11376868
50966666.67,80.18387616
51000000,86.43381853
51033333.33,65.29454489
51066666.67,83.26929329
51100000,95.07342031
51133333.33,73.26760812
51166666.67,76.85420482
51200000,75.67195728
51233333.33,76.89287062
51266666.67,56.71585557
51300000,102.8721725
51333333.33,107.607967
51366666.67,79.6625688
51400000,96.19184237
51433333.33,118.8455585
51466666.67,84.68915353
51500000,92.59845305
51533333.33,108.2466077
51566666.67,86.66215418
51600000,89.46324117
51633333.33,85.01219868
51666666.67,92.99859664
51700000,95.71970949
51733333.33,102.3638467
51766666.67,109.2125949
51800000,88.02768464
51833333.33,60.30253985
51866666.67,70.155148
51900000,67.94150982
51933333.33,86.38358495
51966666.67,103.7279308
52000000,77.53596731
52033333.33,71.11881164
52066666.67,87.34637018
52100000,96.58974125
52133333.33,92.89873528
52166666.67,97.35632736
52200000,89.43842378
52233333.33,62.97296967
52266666.67,99.62409393
52300000,108.9609044
52333333.33,115.8282851
52366666.67,99.25180475
52400000,95.53522022
52433333.33,90.11636551
52466666.67,108.1891636
52500000,109.7740458
52533333.33,76.45038358
52566666.67,96.75069273
52600000,98.02356347
52633333.33,89.02862251
52666666.67,99.85143522
52700000,97.71399603
52733333.33,63.60426165
52766666.67,70.75126304
52800000,77.31254049
52833333.33,92.04994008
52866666.67,109.7414847
52900000,91.92356943
52933333.33,80.15572554
52966666.67,79.42060701
53000000,86.70276589
53033333.33,98.87935732
58066666.67,120.6371844
58100000,81.1758113
58133333.33,79.58950448
58166666.67,113.8673385
58200000,96.70816571
58233333.33,105.2742075
58266666.67,104.5431609
58300000,92.44578281
58333333.33,116.4382137
58366666.67,115.2746225
58400000,96.06593255
58433333.33,88.90930346
58466666.67,106.8695713
58500000,107.8180691
58533333.33,102.5370911
58566666.67,125.0715669
58600000,101.0592905
58633333.33,77.02988363
58666666.67,80.0730751
58700000,91.05985972
58733333.33,96.15991101
58766666.67,99.87687792
58800000,107.596598
58833333.33,99.70551712
58866666.67,91.22826772
58900000,78.13147432
58933333.33,62.00420678
58966666.67,86.43803941
59000000,98.7333367
59033333.33,78.35253978
59066666.67,91.38096212
59100000,91.35740942
59133333.33,95.24895284
59166666.67,95.03845802
59200000,103.0993295
59233333.33,100.0119204
59266666.67,106.4908832
59300000,94.17631098
59333333.33,93.67734983
59366666.67,112.8158799
59400000,100.0089802
59433333.33,89.61912836
59466666.67,88.92031708
59500000,66.11472216
59533333.33,86.29495888
59566666.67,107.2530947
59600000,69.51537366
59633333.33,79.2509987
59666666.67,92.59899193
59700000,76.95670362
59733333.33,87.77310181
59766666.67,76.44052112
59800000,69.4954816
59833333.33,70.23829473
59866666.67,96.78604724
59900000,89.23934737
59933333.33,84.00913992
59966666.67,104.0565043
60000000,91.51201025
60033333.33,77.75592476
60066666.67,94.20635835
60100000,71.32952755
60133333.33,102.0526265
60166666.67,108.8831102
60200000,108.119423
60233333.33,86.92049195
60266666.67,67.69233218
60300000,78.39921287
60333333.33,86.18095856
60366666.67,75.48824243
60400000,75.00309975
60433333.33,102.0361001
60466666.67,89.29427869
60500000,87.81616578
60533333.33,104.3868234
60566666.67,96.96990813
60600000,107.0471859
60633333.33,92.36001881
60666666.67,96.67774161
60700000,103.486633
60733333.33,88.17315168
60766666.67,92.89966057
60800000,88.41815797
60833333.33,63.8215965
60866666.67,72.41994682
60900000,65.64264706
60933333.33,80.04465765
60966666.67,87.08831438
61000000,94.61009354
61033333.33,100.6156848
61066666.67,89.5621098
61100000,84.52263032
61133333.33,86.76531274
61166666.67,92.39256253
61200000,76.70745104
61233333.33,79.84659152
61266666.67,83.41751596
61300000,78.11876406
61333333.33,97.7182071
61366666.67,80.32405809
61400000,75.63478247
61433333.33,83.33869577
61466666.67,74.38222449
61500000,74.24679509
61533333.33,87.47574701
61566666.67,90.53488246
61600000,77.97356231
61633333.33,78.364012
61666666.67,71.05854392
61700000,75.32833906
61733333.33,68.62137558
61766666.67,69.54015518
61800000,64.03832574
61833333.33,56.48803129
61866666.67,56.51848962
61900000,89.24866202
61933333.33,109.6667425
61966666.67,93.68391211
62000000,97.26821588
62033333.33,85.26947082
62066666.67,71.52042615
62100000,105.5194693
62133333.33,92.82160555
62166666.67,77.20574542
62200000,74.65569996
62233333.33,94.66134111
62266666.67,104.0831505
62300000,78.81060992
62333333.33,68.93911155
62366666.67,86.54192039
62400000,109.2418373
62433333.33,125.8068214
62466666.67,109.7467436
62500000,102.7338538
62533333.33,94.58346351
62566666.67,80.41037096
62600000,80.85579424
62633333.33,77.3924521
62666666.67,98.65803266
62700000,94.39175635
62733333.33,69.54877805
62766666.67,74.50921422
62800000,84.97849295
62833333.33,69.7542002
62866666.67,76.55520267
62900000,96.63808144
62933333.33,83.50565749
62966666.67,79.0030146
63000000,85.95145954
63033333.33,72.04617795
63066666.67,77.45395743
63100000,111.1120275
63133333.33,102.2089457
63166666.67,67.18915322
63200000,65.13083966
63233333.33,103.8145595
63266666.67,94.69851109
63300000,82.52047311
63333333.33,70.87119276
63366666.67,69.93858146
63400000,58.4882942
63433333.33,59.71250985
63466666.67,57.93246615
63500000,58.47504902
63533333.33,95.8642293
63566666.67,102.6122808
63600000,78.10267886
63633333.33,53.21477816
63666666.67,87.30841115
63700000,118.4412344
63733333.33,104.9797578
63766666.67,88.36620411
63800000,68.73045029
63833333.33,58.82739669
63866666.67,68.68595471
63900000,91.33047666
63933333.33,91.77122687
63966666.67,74.40520196
64000000,69.60159436
64033333.33,78.2161945
64066666.67,66.28490153
64100000,63.6944775
64133333.33,58.79549422
64166666.67,89.88289507
64200000,107.7276888
64233333.33,87.06492968
64266666.67,94.97496516
64300000,119.2465747
64333333.33,102.9629687
64366666.67,70.22790288
64400000,70.16359113
64433333.33,62.64027582
64466666.67,68.24521146
64500000,84.94125478
64533333.33,81.25978597
64566666.67,76.02453583
64600000,50.48300021
64633333.33,72.01453816
64666666.67,88.3048682
64700000,96.45007681
64733333.33,104.5036157
64766666.67,86.84702268
64800000,97.66092058
64833333.33,84.80422598
64866666.67,70.15419316
64900000,84.90964562
64933333.33,75.95164332
64966666.67,56.91247917
65000000,83.67871383
65033333.33,80.44297894
65066666.67,74.80668864
65100000,97.83811243
65133333.33,105.3950062
65166666.67,95.95554258
65200000,89.38957462
65233333.33,79.96319122
65266666.67,76.16927371
65300000,104.5092792
65333333.33,97.01196079
65366666.67,58.87879626
65400000,90.03895752
65433333.33,90.66128551
65466666.67,93.67723369
65500000,109.4777381
65533333.33,102.4253299
65566666.67,81.89940493
65600000,74.67467539
65633333.33,59.43305979
65666666.67,65.79904418
65700000,70.09783528
65733333.33,88.21148606
65766666.67,91.45643912
65800000,92.74745478
65833333.33,87.68361579
65866666.67,90.9724902
65900000,99.15865713
65933333.33,92.79831104
65966666.67,65.92710844
66000000,74.70404192
66033333.33,94.97547193
66066666.67,91.86655077
66100000,93.53390829
66133333.33,73.7796305
66166666.67,84.2947456
66200000,84.1477817
66233333.33,74.28212759
66266666.67,74.09750906
66300000,108.006114
66333333.33,103.090699
66366666.67,99.41146848
66400000,76.67546914
66433333.33,64.57342271
66466666.67,78.35494746
66500000,94.65628189
66533333.33,61.81293089
66566666.67,65.81234798
66600000,76.70864217
66633333.33,70.1396535
66666666.67,63.55747162
66700000,91.98929512
66733333.33,99.87855689
66766666.67,77.28883704
66800000,95.22806853
66833333.33,112.9159139
66866666.67,68.89934612
66900000,62.35651266
66933333.33,89.26391037
66966666.67,84.8779502
67000000,63.0161941
67033333.33,50.9691333
67066666.67,66.72516009
67100000,84.70351031
67133333.33,76.95840549
67166666.67,78.42565414
67200000,96.47158578
67233333.33,105.9340124
67266666.67,55.90991061
67300000,66.79864823
67333333.33,65.27788396
67366666.67,99.42552743
67400000,88.95341861
67433333.33,84.27155544
67466666.67,119.1564798
67500000,117.0099986
67533333.33,73.4742809
67566666.67,102.5447871
67600000,92.76569594
67633333.33,84.86322859
67666666.67,97.38081862
67700000,91.45728069
67733333.33,84.46802904
67766666.67,90.71227144
67800000,65.02893466
67833333.33,65.27683363
67866666.67,71.71066529
67900000,81.8513031
67933333.33,69.83774418
67966666.67,81.36406216
68000000,110.7992865
68033333.33,96.70210804
68066666.67,84.68372405
68100000,83.96251157
68133333.33,80.02245331
68166666.67,92.10014412
68200000,74.79051572
68233333.33,87.77143419
68266666.67,107.4211397
68300000,97.9799459
68333333.33,73.27806839
68366666.67,69.38375216
68400000,77.97967297
68433333.33,98.20677206
68466666.67,89.46011989
68500000,77.27482417
68533333.33,77.71767727
68566666.67,76.82022903
68600000,82.9387422
68633333.33,65.28095419
68666666.67,84.66642446
68700000,106.2735429
68733333.33,128.9348895
68766666.67,111.7995155
68800000,74.65621839
68833333.33,79.5858111
68866666.67,62.94323074
68900000,68.50123024
68933333.33,41.14841458
68966666.67,61.11712125
69000000,92.58140222
69033333.33,77.33137572
69066666.67,70.88932738
69100000,83.1119762
69133333.33,86.09098906
69166666.67,67.21248362
69200000,84.10206864
69233333.33,97.50162275
69266666.67,69.44195558
69300000,95.51727561
69333333.33,95.63423908
69366666.67,93.85540641
69400000,74.51591271
69433333.33,68.17702514
69466666.67,92.6573155
69500000,93.11327483
69533333.33,84.69303711
69566666.67,83.24140901
69600000,93.05646711
69633333.33,80.68498288
69666666.67,102.5476225
69700000,109.171403
69733333.33,110.2401092
69766666.67,107.743964
69800000,94.03898492
69833333.33,110.6445854
69866666.67,120.9495373
69900000,77.8987526
69933333.33,69.49914966
69966666.67,66.91249816
70000000,82.92304235
70033333.33,78.04026272
70066666.67,63.38871466
70100000,81.65695871
70133333.33,98.87929765
70166666.67,104.7401392
70200000,89.08588632
70233333.33,79.13349628
70266666.67,73.42359653
70300000,94.24330299
70333333.33,94.6395485
70366666.67,104.371621
70400000,93.08008343
70433333.33,84.43376978
70466666.67,87.12329465
70500000,76.23584417
70533333.33,68.86564995
70566666.67,83.1437961
70600000,85.32000756
70633333.33,92.57955482
70666666.67,93.31563864
70700000,89.8105722
70733333.33,65.52241965
70766666.67,70.7761629
70800000,90.1781563
70833333.33,82.00436225
70866666.67,84.22591889
70900000,83.60412257
70933333.33,96.15487073
70966666.67,77.14720209
71000000,79.89919566
71033333.33,84.03214728
71066666.67,89.19489693
71100000,123.0252099
71133333.33,113.078702
71166666.67,88.39162443
71200000,98.65972122
71233333.33,103.4607142
71266666.67,102.4718897
71300000,120.8421795
71333333.33,110.0840785
71366666.67,145.4599297
71400000,115.4046794
71433333.33,84.94542063
71466666.67,96.94832398
71500000,102.1637597
71533333.33,126.4629571
71566666.67,116.2573248
76600000,80.57999388
76633333.33,90.99005995
76666666.67,92.12168078
76700000,82.68337644
76733333.33,90.84009443
76766666.67,118.0659791
76800000,104.1436578
76833333.33,102.3955372
76866666.67,110.6386108
76900000,109.5369257
76933333.33,91.74475041
76966666.67,87.18328517
77000000,86.38852958
77033333.33,84.50970458
77066666.67,68.83017
77100000,68.52382708
77133333.33,79.65426841
77166666.67,71.33601398
77200000,79.76879847
77233333.33,107.5020389
77266666.67,88.2272467
77300000,87.38878715
77333333.33,84.74262949
77366666.67,62.99793739
77400000,91.10450514
77433333.33,96.42756862
77466666.67,79.42745144
77500000,69.10172944
77533333.33,75.24042717
77566666.67,91.13178641
77600000,99.26258449
77633333.33,91.46439594
77666666.67,75.01390836
77700000,80.30043502
77733333.33,104.3609147
77766666.67,77.9325423
77800000,78.33112014
77833333.33,87.93321141
77866666.67,93.617932
77900000,78.54858572
77933333.33,77.11605948
77966666.67,90.06309886
78000000,75.16362873
78033333.33,65.18014279
78066666.67,63.42179189
78100000,101.0776679
78133333.33,142.0149605
78166666.67,123.5231966
78200000,71.77153079
78233333.33,63.58336827
78266666.67,73.20506755
78300000,82.29242068
78333333.33,86.39187565
78366666.67,105.5519527
78400000,130.2681649
78433333.33,120.6847256
78466666.67,97.95258841
78500000,93.88726293
78533333.33,90.71638599
78566666.67,79.35903824
78600000,60.28864046
78633333.33,83.81594756
78666666.67,91.85008498
78700000,64.77141463
78733333.33,95.6819679
78766666.67,90.81817444
78800000,70.60901411
78833333.33,81.41270636
78866666.67,103.2703088
78900000,114.6959391
78933333.33,84.80671241
78966666.67,69.15983111
79000000,77.52131574
79033333.33,69.8652578
79066666.67,67.23442412
79100000,75.48179578
79133333.33,87.19764637
79166666.67,94.85789921
79200000,63.9832011
79233333.33,71.63379451
79266666.67,78.35131825
79300000,53.23325032
79333333.33,56.92550092
79366666.67,77.33243098
79400000,81.95572264
79433333.33,89.08886892
79466666.67,84.16040451
79500000,65.56479359
79533333.33,47.0738836
79566666.67,61.81434608
79600000,66.27001961
79633333.33,65.67796039
79666666.67,61.23813723
79700000,61.79101325
79733333.33,61.73499469
79766666.67,91.56126363
79800000,95.04068075
79833333.33,75.51465747
79866666.67,97.09733502
79900000,86.30603233
79933333.33,79.62935197
79966666.67,67.6233701
80000000,58.99794534
80033333.33,70.10245694
80066666.67,78.16598637
80100000,89.92613208
80133333.33,84.94223172
80166666.67,112.0801225
80200000,119.1378144
80233333.33,87.96746054
80266666.67,83.69651602
80300000,77.94543163
80333333.33,75.10669695
80366666.67,90.64999322
80400000,59.89122328
80433333.33,32.85492981
80466666.67,59.71006802
80500000,74.94686944
80533333.33,62.55803888
80566666.67,82.12928688
80600000,100.531003
80633333.33,91.09328072
80666666.67,67.44326739
80700000,80.82646505
80733333.33,87.18011055
80766666.67,81.2221461
80800000,66.37403264
80833333.33,73.33423446
80866666.67,81.63765805
80900000,77.28468755
80933333.33,83.14709696
80966666.67,72.19562723
81000000,71.67076861
81033333.33,67.20323623
81066666.67,62.00923066
81100000,69.72966448
81133333.33,59.00693247
81166666.67,69.78863097
81200000,75.03660204
81233333.33,56.92417303
81266666.67,69.10197882
81300000,75.00057092
81333333.33,70.85708405
81366666.67,60.66767979
81400000,71.62693909
81433333.33,65.09004227
81466666.67,58.43403825
81500000,75.53883475
81533333.33,92.74256253
81566666.67,80.71823945
81600000,60.34598772
81633333.33,57.9318268
81666666.67,87.15630275
81700000,94.2034854
81733333.33,85.59554419
81766666.67,101.0782912
81800000,104.0464873
81833333.33,75.29996078
81866666.67,64.9981175
81900000,69.39323167
81933333.33,75.36936249
81966666.67,76.95277359
82000000,83.01930469
82033333.33,78.34882211
82066666.67,87.26978775
82100000,67.92952551
82133333.33,86.26085118
82166666.67,66.1525209
82200000,71.9400661
82233333.33,90.37032908
82266666.67,101.076381
82300000,93.3103064
82333333.33,95.55369437
82366666.67,73.40656282
82400000,64.41484608
82433333.33,53.6250841
82466666.67,72.20558583
82500000,85.71584114
82533333.33,72.09854146
82566666.67,61.48592296
82600000,75.05713326
82633333.33,71.83764305
82666666.67,69.35679989
82700000,83.45662941
82733333.33,70.87971254
82766666.67,59.77470059
82800000,78.60127482
82833333.33,80.25825194
82866666.67,80.49943973
82900000,76.74024554
82933333.33,78.80256708
82966666.67,91.52526947
83000000,97.47054096
83033333.33,73.42424775
83066666.67,65.23702438
83100000,77.29179098
83133333.33,86.72852322
83166666.67,83.19451994
83200000,61.88517342
