f,S_rock
22000,2328.983394
22200,5987.588258
22400,9207.637802
22600,5747.857667
22800,2517.833189
23000,316.3929506
23200,130.0020694
23400,445.558007
23600,809.2363036
23800,1407.603626
24000,1316.548104
24200,609.6672093
24400,177.1080009
24600,121.4277494
24800,209.1525967
25000,306.6553991
25200,475.4264955
25400,660.8708261
25600,313.8908134
25800,105.0456087
26000,138.0074685
26200,208.4289324
26400,306.310203
26600,265.6017917
26800,619.3719274
27000,1183.71992
27200,1778.304346
27400,1930.35997
27600,2931.144689
27800,3670.723861
28000,4164.299908
28200,3500.845124
28400,2273.3454
28600,1507.120276
28800,923.5472984
29000,574.5213502
29200,339.3742842
29400,320.987965
29600,218.155854
29800,179.9633787
30000,63.67219682
30200,127.9557107
30400,245.5180624
30600,270.8154049
30800,228.2076414
31000,172.8107956
31200,162.4848618
31400,82.79019958
31600,75.85183682
31800,272.7684126
32000,351.2875288
32200,325.4968047
32400,201.8934928
32600,181.890996
32800,71.50256613
33000,48.28363954
33200,95.7748189
33400,225.7225592
33600,329.234384
33800,190.39082
34000,74.76568029
34200,261.8617521
34400,493.9592928
34600,738.076751
34800,440.567674
35000,249.6044513
35200,79.37425446
35400,83.52960114
35600,138.2015845
35800,204.914272
36000,313.5699349
36200,456.8651464
36400,113.454857
36600,77.48659421
36800,113.167044
37000,130.0722002
37200,287.7968728
37400,425.4890532
37600,499.7450861
37800,299.8254667
38000,108.2513937
38200,53.51386281
38400,119.9924602
38600,351.189549
38800,577.6221004
39000,557.7007197
39200,271.3122888
39400,127.1127267
39600,165.6243134
39800,186.3172857
40000,192.7143385
40200,63.86752462
40400,50.71220156
40600,120.9662544
40800,113.9181588
41000,160.256408
41200,190.3869841
41400,226.1484217
41600,241.3731997
41800,184.6891328
42000,113.2382447
42200,65.99674385
42400,48.32503453
42600,50.55440367
42800,50.65689878
43000,60.11942948
43200,38.96174006
43400,43.57989467
43600,37.35161789
43800,33.87937272
44000,35.37327963
44200,39.29517044
44400,43.72248484
44600,60.58393081
44800,89.67360825
45000,64.63828756
45200,60.78525632
45400,68.45450883
45600,62.42167675
45800,33.47433606
46000,42.60584111
46200,51.64339636
46400,62.88045928
46600,48.82870596
46800,53.85441884
47000,48.32579921
47200,37.86567301
47400,59.4258287
47600,98.42387982
47800,178.8242912
48000,124.6948762
48200,121.9840948
48400,137.6256286
48600,147.9848163
48800,121.9878721
49000,74.95464379
49200,57.90382062
49400,45.55502131
49600,40.80751498
49800,67.33379148
50000,141.6682208
50200,192.8915711
50400,205.8568683
50600,151.4447736
50800,96.38574101
51000,54.5427004
51200,68.71100242
51400,52.57101184
51600,49.74366642
51800,39.56360938
52000,41.73267237
52200,63.61490105
52400,76.13532751
52600,37.94494704
52800,21.71890873
53000,28.80222023
53200,34.28111868
53400,23.39436338
53600,23.80075747
53800,19.92865308
54000,23.22392721
54200,29.80009143
54400,23.18759562
54600,21.24410701
54800,23.11504661
55000,25.84239927
55200,36.65825382
55400,41.91903371
55600,44.2925256
55800,51.52180338
56000,63.33379081
56200,42.8894141
56400,23.24907055
56600,24.01518448
56800,23.89717805
57000,18.04800191
57200,17.38395473
57400,18.68551916
57600,19.56929864
57800,21.0104157
58000,20.04855251
58200,24.22421368
58400,22.38949592
58600,22.33588888
58800,16.42089215
59000,16.27952227
59200,20.73684854
59400,18.37033604
59600,17.45290156
59800,24.28165568
60000,21.50888275
60200,18.04045773
60400,16.28213692
60600,18.67862945
60800,19.94263726
61000,28.62801077
61200,51.60886461
61400,75.73528157
61600,74.95287765
61800,53.56224262
62000,42.76764993
62200,30.42592504
62400,29.02003835
62600,124.3988446
62800,279.2791455
63000,85.30639293
63200,49.12096456
63400,48.69777347
63600,41.95125697
63800,73.53558143
64000,93.66846499
64200,75.20679267
64400,41.51214591
64600,51.20122318
64800,60.39981828
65000,48.34174767
65200,43.06582875
65400,34.2862947
65600,48.49856346
65800,49.01601731
66000,75.44147135
66200,111.3995812
66400,162.6564301
66600,299.6078854
66800,751.3018505
67000,1308.712599
67200,1537.77952
67400,1041.139864
67600,600.494976
67800,256.3142084
68000,122.2856671
68200,125.0849875
68400,80.93859564
68600,69.95443847
68800,56.91306761
69000,32.91927345
69200,33.3894674
69400,37.30142189
69600,42.06211235
69800,36.65545664
70000,49.42196857
70200,41.451591
70400,43.49667623
70600,37.73968029
70800,58.70351636
71000,90.5574534
71200,109.4597841
71400,93.21396585
71600,121.854421
71800,334.7551426
72000,569.4371851
72200,801.5149859
72400,1071.729502
72600,1299.671717
72800,1107.30176
73000,779.7415664
73200,520.0819818
73400,521.2487163
73600,324.537811
73800,154.2788562
74000,198.9040017
74200,420.3065409
74400,601.9223572
74600,515.7563181
74800,257.7069961
75000,265.2541213
75200,199.2329145
75400,134.1197
75600,326.5219365
75800,475.5924841
76000,442.0009233
76200,294.3835123
76400,159.8794099
76600,142.0815605
76800,130.9646554
77000,148.9574848
77200,177.1465169
77400,119.8486539
77600,63.72295647
77800,44.83559909
78000,290.1899303
78200,643.0090949
78400,767.2587547
78600,593.4456533
78800,238.1552043
79000,60.70312467
79200,20.54274947
79400,46.06702048
79600,90.2699511
79800,113.5221207
80000,99.43517981
80200,63.69031155
80400,33.5015228
80600,17.28531347
80800,15.40174734
81000,23.43425472
81200,46.13820569
81400,50.92131143
81600,28.54031887
81800,22.38065787
82000,22.45252933
82200,21.07100098
82400,26.10546764
82600,45.78196314
82800,75.38538949
83000,109.9961513
83200,95.73066748
83400,87.23074327
83600,88.39681423
83800,69.08274443
84000,65.21982162
84200,71.99731233
84400,48.43390255
84600,30.85959153
84800,34.78327813
85000,30.55194072
85200,41.62733621
85400,38.78234164
85600,35.83403971
85800,18.67913079
86000,14.56110044
86200,21.57380475
86400,20.56970803
86600,24.61146147
86800,24.49400654
87000,23.10524933
87200,18.08140895
87400,13.52143948
87600,18.79643886
87800,25.35456835
88000,23.83304525
88200,21.14331449
88400,17.71989867
88600,20.21631802
88800,23.30857013
89000,21.73195968
89200,22.00957174
89400,21.12331711
89600,28.46495659
89800,38.4392932
90000,36.0151816
90200,38.46028908
90400,38.00704005
90600,44.6384468
90800,29.77424347
91000,21.08231304
91200,19.62475824
91400,23.17876511
91600,18.03296608
91800,20.80712716
92000,21.38909878
92200,22.73770532
92400,20.85822886
92600,21.86780975
92800,15.55323505
93000,14.50695744
93200,20.43728906
93400,22.62407345
93600,30.16429379
93800,24.24801155
94000,24.82400085
94200,16.74656735
94400,14.33921049
94600,40.0858662
94800,59.1163076
95000,79.33149595
95200,60.07694687
95400,27.64275734
95600,28.90781681
95800,31.06858417
96000,27.23611351
96200,23.58078456
96400,32.49161882
96600,26.30669229
96800,33.70214668
97000,26.96555611
97200,24.30497888
97400,39.99444318
97600,43.82283769
97800,35.21190502
98000,32.36606362
98200,36.43313906
98400,46.2397008
98600,35.20146202
98800,40.18951383
99000,35.51937099
99200,33.51201157
99400,38.18964377
99600,36.11238357
99800,42.78249633
100000,47.32366781
100000,43.15737111
102000,21.26067546
104000,18.48135801
106000,13.39509492
108000,9.790234234
110000,8.769753736
112000,8.965125849
114000,7.753986022
116000,7.06659079
118000,7.907979525
120000,6.843879799
122000,7.679455219
124000,6.152031948
126000,6.961302311
128000,7.783396936
130000,6.901370686
132000,5.5591784
134000,4.783017114
136000,5.042027739
138000,5.407624685
140000,5.193608545
142000,4.756289916
144000,4.587435749
146000,6.507988758
148000,5.33617854
150000,4.191412722
152000,4.868192134
154000,4.823048469
156000,5.745072085
158000,4.975710197
160000,6.257962534
162000,5.113278698
164000,3.86513634
166000,4.731125263
168000,6.209560626
170000,6.84775738
172000,6.271428336
174000,5.596333042
176000,5.51630244
178000,5.627783567
180000,7.179939971
182000,7.70781948
184000,7.1489658
186000,6.19999044
188000,6.49539764
190000,5.738980811
192000,5.505442791
194000,5.477949612
196000,4.841971401
198000,5.294297272
200000,5.064138132
202000,4.591231857
204000,5.095222708
206000,5.23910441
208000,5.587890832
210000,5.051062967
212000,4.068587521
214000,4.128536334
216000,4.115201731
218000,4.488656636
220000,4.56497837
222000,5.145216646
224000,4.806551988
226000,4.602307799
228000,5.817034894
230000,5.606424749
232000,5.636061174
234000,5.32656858
236000,5.518111072
238000,5.517514426
240000,5.767130205
242000,5.019920908
244000,5.418024352
246000,5.741515653
248000,5.305453469
250000,5.446258373
252000,5.008442582
254000,5.448447624
256000,6.294779924
258000,6.263512295
260000,5.937516637
262000,7.14765572
264000,6.725464223
266000,5.079961531
268000,5.97126893
270000,7.533460431
272000,7.38010029
274000,5.733529681
276000,6.805357429
278000,6.470211283
280000,5.44456889
282000,5.226911628
284000,6.444550887
286000,6.43802323
288000,5.518233224
290000,5.425563953
292000,5.704225276
294000,4.675805094
296000,5.695969344
298000,8.127129059
300000,6.265169193
302000,5.253250248
304000,6.310596168
306000,6.299181373
308000,6.194060731
310000,6.516032233
312000,6.475167283
314000,6.634390184
316000,7.02525627
318000,7.523078009
320000,6.900172805
322000,7.300063671
324000,7.677997646
326000,6.575203695
328000,5.319130393
330000,6.538647898
332000,6.383530699
334000,9.733663694
336000,10.75746194
338000,8.800021389
340000,8.61649684
342000,8.288157335
344000,8.211909803
346000,9.451068399
348000,8.228762691
350000,6.315892765
352000,9.989209046
354000,8.485003887
356000,7.694998328
358000,8.358609548
360000,8.388408876
362000,9.414458753
364000,8.785841384
366000,9.645030866
368000,10.83456473
370000,8.803391637
372000,9.805359085
374000,12.13284247
376000,10.53131006
378000,13.59200759
380000,9.214861289
382000,7.083603542
384000,8.359095264
386000,13.70883948
388000,11.16672497
390000,10.07972967
392000,10.88265544
394000,9.673089005
396000,9.490761781
398000,11.87138067
400000,15.32169752
402000,17.38135312
404000,14.6817563
406000,13.95285456
408000,10.96807223
410000,11.94397747
412000,13.26200074
414000,12.93540928
416000,9.443304416
418000,9.396137657
420000,15.40707728
422000,15.67207369
424000,12.09516935
426000,13.03132747
428000,12.41331875
430000,14.29504601
432000,14.89083909
434000,15.09549393
436000,13.28333513
438000,13.82077282
440000,9.875620503
442000,14.27240752
444000,18.81307346
446000,17.48270104
448000,12.95291617
450000,16.47086218
452000,19.04957603
454000,16.34744198
456000,19.72651363
458000,17.11912968
460000,14.00301304
462000,11.18374052
464000,16.64643264
466000,19.91831544
468000,14.99816933
470000,23.40784057
472000,20.11291978
474000,17.83008051
476000,21.65397334
478000,26.29973782
480000,31.22737572
482000,17.54391759
484000,16.78715437
486000,23.43041121
488000,24.12925692
490000,25.28268462
492000,24.77779595
494000,22.8879477
496000,17.56401161
498000,18.67295093
500000,19.47538983
502000,25.18900589
504000,20.94858115
506000,18.05548818
508000,20.09355932
510000,23.73906368
512000,25.48613053
514000,19.27268826
516000,24.66277494
518000,29.32023231
520000,25.31296338
522000,21.567284
524000,26.10041985
526000,18.13849326
528000,23.2177206
530000,30.00853878
532000,29.53552932
534000,27.84989529
536000,26.51408557
538000,23.29056556
540000,31.4924227
542000,34.91413016
544000,37.26076931
546000,33.47022834
548000,26.82232067
550000,21.0349824
552000,32.67982426
554000,36.47344646
556000,39.4787279
558000,44.38470897
560000,39.57915969
562000,37.8407431
564000,46.76408383
566000,40.99095625
568000,43.54735532
570000,40.09915045
572000,53.62627042
574000,47.7098539
576000,34.90852882
578000,46.2986754
580000,40.12659972
582000,34.79370611
584000,43.71861012
586000,39.62234166
588000,41.94263007
590000,42.44519894
592000,44.35778451
594000,48.90520989
596000,48.92538043
598000,49.23551031
600000,55.13906012
602000,52.62138648
604000,54.35579108
606000,68.7725553
608000,56.80926324
610000,53.1293898
612000,65.9753474
614000,57.21104018
616000,45.70603687
618000,65.11805682
620000,64.91839127
622000,62.39232105
624000,69.78303393
626000,94.67698664
628000,76.06712639
630000,63.87701914
632000,90.4286313
634000,103.953053
636000,99.67570335
638000,87.45691139
640000,93.29489011
642000,80.00921448
644000,77.17541678
646000,69.29846568
648000,81.1279585
650000,75.89239272
652000,88.05230554
654000,86.92921861
656000,88.82988985
658000,93.82913466
660000,93.61946076
662000,89.73130642
664000,112.6911969
666000,144.4465777
668000,98.10506304
670000,116.0628294
672000,188.2168328
674000,173.7382338
676000,179.2528159
678000,160.5184854
680000,112.9157864
682000,107.3828985
684000,110.9886691
686000,162.948212
688000,186.3951524
690000,177.9350036
692000,195.9487913
694000,154.6555137
696000,200.9860531
698000,227.0017124
700000,216.6214079
702000,221.8644807
704000,245.4125273
706000,200.868515
708000,179.0421958
710000,231.5206305
712000,244.6487954
714000,260.6559232
716000,242.9456533
718000,275.0321406
720000,289.9999535
722000,261.9945919
724000,230.2003259
726000,226.9278319
728000,210.0821525
730000,251.7202144
732000,405.3386554
734000,426.2732962
736000,432.9101926
738000,332.6099079
740000,375.5293241
742000,442.4385793
744000,353.9297968
746000,469.0741619
748000,426.3278869
750000,530.1062798
752000,472.7104765
754000,551.1795302
756000,520.2362027
758000,547.1232091
760000,481.1902896
762000,438.6725829
764000,499.9967901
766000,780.4963073
768000,1205.31043
770000,1133.751393
772000,986.8050294
774000,1260.900444
776000,1220.40902
778000,1216.749878
780000,1444.407085
782000,1832.297047
784000,1463.779546
786000,1643.242694
788000,2124.90234
790000,2367.445942
792000,2140.48881
794000,2550.791086
796000,2053.836596
798000,1993.497214
800000,2611.889265
802000,3821.095585
804000,3484.025941
806000,3298.858945
808000,5126.056235
810000,5241.030378
812000,4496.056129
814000,6126.227182
816000,6295.911655
818000,7648.213835
820000,9921.527157
822000,14800.1799
824000,17056.94901
826000,14380.20633
828000,14646.81172
830000,25485.04039
832000,33939.74302
834000,41065.86821
836000,57821.85417
838000,93490.60306
840000,107669.9728
842000,102387.3047
844000,81899.12633
846000,44051.28758
848000,27914.37674
850000,25137.07479
852000,14963.09663
854000,15751.49373
856000,15617.17023
858000,9905.431842
860000,7087.281923
862000,6167.008489
864000,9449.278809
866000,8609.93288
868000,7049.312329
870000,5277.407318
872000,3254.75065
874000,3599.814242
876000,4115.269715
878000,3728.229202
880000,3384.887383
882000,3001.678484
884000,2081.979176
886000,2021.68198
888000,2004.230859
890000,2471.08927
892000,2047.953117
894000,1303.785498
896000,1162.914144
898000,1018.912319
900000,1045.838862
902000,1254.319689
904000,960.1595258
906000,1211.044872
908000,1064.166895
910000,936.762372
912000,671.6577156
914000,602.1174192
916000,496.3081255
918000,638.0452704
920000,832.3068634
922000,788.0393736
924000,700.1894428
926000,579.0811013
928000,636.7967461
930000,623.3639221
932000,536.9870948
934000,597.0824688
936000,474.7481449
938000,474.3169135
940000,434.9467915
942000,453.9262051
944000,656.4328227
946000,541.8487102
948000,408.6119815
950000,499.0739022
952000,414.9547443
954000,404.9119074
956000,433.3191367
958000,343.4822081
960000,337.7132469
962000,314.1330155
964000,289.2084916
966000,292.662382
968000,311.3574238
970000,298.8433769
972000,269.6375822
974000,237.2192013
976000,200.0126256
978000,219.6329039
980000,267.59339
982000,231.0856023
984000,217.7797037
986000,213.685924
988000,274.8762391
990000,220.559686
992000,157.4432194
994000,189.829812
996000,243.0861411
998000,239.2808344
1000000,258.5565913
1000000,132.5328671
1003333.333,139.4355002
1006666.667,143.1003057
1010000,134.6729381
1013333.333,104.1583536
1016666.667,105.3286969
1020000,110.1042242
1023333.333,131.5313549
1026666.667,154.1978825
1030000,106.9495179
1033333.333,109.2409176
1036666.667,97.78557682
1040000,112.2870414
1043333.333,110.1090721
1046666.667,118.2607748
1050000,135.1641783
1053333.333,109.8986983
1056666.667,105.1797312
1060000,103.3588202
1063333.333,121.8168038
1066666.667,76.50285412
1070000,77.92216099
1073333.333,84.09673136
1076666.667,62.67177974
1080000,78.84362005
1083333.333,104.7099912
1086666.667,96.64002788
1090000,78.49277795
1093333.333,68.31850678
1096666.667,61.51338624
1100000,75.93994821
1103333.333,75.37349497
1106666.667,67.53320654
1110000,97.89647989
1113333.333,89.15011766
1116666.667,62.40622386
1120000,58.40372523
1123333.333,77.66276477
1126666.667,66.50374773
1130000,51.62225633
1133333.333,55.74748735
1136666.667,50.15778347
1140000,50.73034813
1143333.333,62.93799462
1146666.667,51.53702159
1150000,48.49796455
1153333.333,57.65586618
1156666.667,62.37785114
1160000,57.28169273
1163333.333,47.65426688
1166666.667,36.57980392
1170000,48.11214671
1173333.333,43.5332873
1176666.667,40.96508176
1180000,35.94080435
1183333.333,31.55209327
1186666.667,26.87877066
1190000,39.67819468
1193333.333,44.66226178
1196666.667,32.40329253
1200000,38.13341615
1203333.333,41.44906723
1206666.667,38.03315941
1210000,52.59585529
1213333.333,27.83660863
1216666.667,22.19543371
1220000,27.49011858
1223333.333,34.62991771
1226666.667,32.25799247
1230000,36.29374478
1233333.333,40.14688553
1236666.667,30.60521471
1240000,34.22536656
1243333.333,41.26299668
1246666.667,30.38681836
1250000,32.73148867
1253333.333,33.74377231
1256666.667,31.10538293
1260000,27.86752426
1263333.333,28.49665683
1266666.667,26.84077153
1270000,26.15884674
1273333.333,30.53586921
1276666.667,39.03379278
1280000,32.2833967
1283333.333,18.72729087
1286666.667,19.21079419
1290000,16.94669196
1293333.333,23.1764061
1296666.667,28.02076112
1300000,22.20482884
1303333.333,31.68211734
1306666.667,34.29794804
1310000,29.82669335
1313333.333,34.19061323
1316666.667,34.15646199
1320000,28.07990971
1323333.333,19.95886898
1326666.667,19.09864804
1330000,24.51817421
1333333.333,23.36170723
1336666.667,21.62363461
1340000,23.81647893
1343333.333,22.41835945
1346666.667,26.39621818
1350000,26.26622975
1353333.333,15.38753606
1356666.667,15.48783754
1360000,20.09913604
1363333.333,17.02872027
1366666.667,21.02917643
1370000,21.85374569
1373333.333,22.38183113
1376666.667,12.83660632
1380000,18.91311386
1383333.333,20.46172656
1386666.667,16.863564
1390000,17.10139256
1393333.333,17.35626423
1396666.667,18.61659294
1400000,20.79619016
1403333.333,21.36625819
1406666.667,15.7126142
1410000,17.46591324
1413333.333,19.78276472
1416666.667,19.09119321
1420000,15.85669831
1423333.333,14.0892427
1426666.667,11.96715085
1430000,18.05067843
1433333.333,21.25645206
1436666.667,18.835383
1440000,14.79938592
1443333.333,12.52352302
1446666.667,14.98872131
1450000,18.73722814
1453333.333,18.14167056
1456666.667,18.04980323
1460000,13.48094763
1463333.333,14.59848207
1466666.667,13.19286231
1470000,11.98085383
1473333.333,12.80964901
1476666.667,10.3864205
1480000,9.151006154
1483333.333,14.95126836
1486666.667,12.37202538
1490000,9.980620461
1493333.333,12.22250544
1496666.667,11.11968388
1500000,13.87792715
1503333.333,17.34825794
1506666.667,18.28558711
1510000,14.21017819
1513333.333,10.67564137
1516666.667,15.41952263
1520000,15.83578354
1523333.333,8.988447709
1526666.667,9.839702449
1530000,9.951608417
1533333.333,12.94961248
1536666.667,14.02304022
1540000,14.33430333
1543333.333,8.995110664
1546666.667,9.495432709
1550000,8.745161957
1553333.333,11.87779703
1556666.667,12.20141926
1560000,12.40993666
1563333.333,13.47768007
1566666.667,10.65635306
1570000,12.62602617
1573333.333,12.77344741
1576666.667,12.9092394
1580000,12.40265967
1583333.333,13.91558573
1586666.667,10.69108196
1590000,13.52424897
1593333.333,15.06843335
1596666.667,13.0518325
1600000,8.366174444
1603333.333,9.492671916
1606666.667,15.26312531
1610000,11.75588083
1613333.333,7.046497667
1616666.667,8.597761654
1620000,9.236657621
1623333.333,8.10691798
1626666.667,8.304805822
1630000,8.281335708
1633333.333,12.63847293
1636666.667,11.6312647
1640000,11.31305825
1643333.333,10.45539938
1646666.667,9.630396411
1650000,10.51365061
1653333.333,8.601004966
1656666.667,9.536256615
1660000,12.23172282
1663333.333,13.03697396
1666666.667,8.748740562
1670000,9.069204526
1673333.333,8.058382335
1676666.667,8.183158227
1680000,12.25092402
1683333.333,18.98557528
1686666.667,11.35983209
1690000,7.769582036
1693333.333,14.5381149
1696666.667,15.23337778
1700000,9.399319721
1703333.333,9.74650312
1706666.667,11.62541989
1710000,10.86222513
1713333.333,10.2811228
1716666.667,11.36158478
1720000,11.01586721
1723333.333,8.061738062
1726666.667,6.828202765
1730000,7.565778355
1733333.333,7.678047523
1736666.667,9.854890563
1740000,7.602885273
1743333.333,8.765673433
1746666.667,10.09310026
1750000,9.354128636
1753333.333,8.427356746
1756666.667,9.802227984
1760000,10.1473784
1763333.333,7.747972456
1766666.667,10.96655547
1770000,9.092263254
1773333.333,5.077460036
1776666.667,4.70086575
1780000,6.340016808
1783333.333,7.016856634
1786666.667,5.580607754
1790000,5.735881301
1793333.333,6.550093269
1796666.667,7.757043812
1800000,9.585804249
1803333.333,5.637452446
1806666.667,6.253170402
1810000,8.223324758
1813333.333,9.533934518
1816666.667,8.944447989
1820000,6.540351023
1823333.333,6.876876864
1826666.667,6.236447355
1830000,7.963435666
1833333.333,9.80679956
1836666.667,8.272399888
1840000,7.913396582
1843333.333,8.939478091
1846666.667,6.877338411
1850000,6.275781533
1853333.333,5.684943713
1856666.667,6.60439629
1860000,6.795739914
1863333.333,7.107086792
1866666.667,8.42107004
1870000,8.051860256
1873333.333,7.909115659
1876666.667,7.050373805
1880000,3.619563325
1883333.333,5.08502951
1886666.667,7.028140332
1890000,5.393328101
1893333.333,5.09827498
1896666.667,6.265835017
1900000,4.931877133
1903333.333,5.616738841
1906666.667,8.26969075
1910000,8.863469757
1913333.333,6.530140711
1916666.667,7.302111827
1920000,7.939393842
1923333.333,5.548172968
1926666.667,5.058338356
1930000,7.309901764
1933333.333,7.64743716
1936666.667,5.660378514
1940000,4.843797945
1943333.333,5.485671307
1946666.667,3.409048942
1950000,3.670044422
1953333.333,5.103401783
1956666.667,6.785321668
1960000,8.040848538
1963333.333,6.240963269
1966666.667,4.57141602
1970000,6.25006
1973333.333,5.958651871
1976666.667,4.867115472
1980000,6.909164704
1983333.333,7.436163586
1986666.667,5.756597303
1990000,4.791086211
1993333.333,4.858793007
1996666.667,4.36806656
2000000,6.343874877
2003333.333,6.031906528
2006666.667,5.536985486
2010000,6.690737529
2013333.333,6.591003617
2016666.667,7.415132009
2020000,8.382304639
2023333.333,6.431656117
2026666.667,6.455166653
2030000,5.603020385
2033333.333,5.689846916
2036666.667,5.701359614
2040000,6.19224405
2043333.333,6.119260954
2046666.667,6.329712556
2050000,5.843247433
2053333.333,5.117797685
2056666.667,4.546942111
2060000,4.599386366
2063333.333,5.126189564
2066666.667,6.545932484
2070000,5.87748262
2073333.333,6.307612158
2076666.667,4.432132299
2080000,6.064625321
2083333.333,5.569047774
2086666.667,5.517739926
2090000,4.96167606
2093333.333,4.115376192
2096666.667,3.870088301
2100000,3.871752776
2103333.333,5.023282248
2106666.667,3.927154707
2110000,3.485155058
2113333.333,4.406594458
2116666.667,4.885045926
2120000,3.976825663
2123333.333,3.797782464
2126666.667,4.169086084
2130000,6.283880792
2133333.333,5.009691439
2136666.667,3.436522534
2140000,3.460760737
2143333.333,2.889690608
2146666.667,2.799902771
2150000,5.932605262
2153333.333,6.217033586
2156666.667,4.524830937
2160000,4.680334174
2163333.333,4.81686172
2166666.667,4.999150431
2170000,4.313779457
2173333.333,3.951734483
2176666.667,5.159821283
2180000,4.833525367
2183333.333,3.225281953
2186666.667,3.65082799
2190000,4.065445527
2193333.333,5.257197808
2196666.667,5.951936036
2200000,3.779093232
2203333.333,3.805819624
2206666.667,3.574523391
2210000,4.416844454
2213333.333,4.952320595
2216666.667,4.865046319
2220000,4.22604639
2223333.333,5.142304552
2226666.667,3.653442314
2230000,2.918083898
2233333.333,4.160584142
2236666.667,4.099507276
2240000,3.459376804
2243333.333,3.131285968
2246666.667,3.709410516
2250000,5.220630917
2253333.333,5.164924387
2256666.667,3.193912271
2260000,3.957923239
2263333.333,3.59719777
2266666.667,3.821446342
2270000,3.409119104
2273333.333,3.281322119
2276666.667,3.955822656
2280000,4.33245908
2283333.333,3.501505455
2286666.667,3.15757618
2290000,3.389373051
2293333.333,4.281257574
2296666.667,3.721395944
2300000,4.403504993
2303333.333,4.859670345
2306666.667,3.852281575
2310000,4.09080154
2313333.333,4.728750336
2316666.667,3.844187636
2320000,3.269052035
2323333.333,3.680120436
2326666.667,4.824375031
2330000,4.360666945
2333333.333,3.675276244
2336666.667,3.615930434
2340000,4.509923301
2343333.333,4.137937093
2346666.667,3.976287248
2350000,4.596290059
2353333.333,4.002020255
2356666.667,3.741361748
2360000,2.984719238
2363333.333,4.159902893
2366666.667,4.175148449
2370000,4.441227486
2373333.333,4.396658306
2376666.667,3.956904705
2380000,2.561033704
2383333.333,2.223623757
2386666.667,2.344224339
2390000,3.09239259
2393333.333,3.379986649
2396666.667,3.45057745
2400000,3.071396452
2403333.333,3.071655833
2406666.667,2.325539601
2410000,2.864163603
2413333.333,3.426608232
2416666.667,2.587323722
2420000,1.765953948
2423333.333,2.063799448
2426666.667,3.529363396
2430000,3.49522842
2433333.333,3.050112053
2436666.667,3.126891963
2440000,2.657995473
2443333.333,3.57204708
2446666.667,3.558357822
2450000,3.049857075
2453333.333,3.024228819
2456666.667,3.100705418
2460000,3.835549904
2463333.333,3.866618842
2466666.667,3.268090222
2470000,3.067612132
2473333.333,2.73194618
2476666.667,3.086068672
2480000,2.261880642
2483333.333,1.79463265
2486666.667,2.966158841
2490000,2.740620652
2493333.333,3.02020604
2496666.667,4.52967366
2500000,3.435655017
2503333.333,2.947003956
2506666.667,3.341591312
2510000,3.682948648
2513333.333,2.659537994
2516666.667,2.190237203
2520000,2.635846414
2523333.333,3.605243968
2526666.667,3.844999392
2530000,3.663790295
2533333.333,4.028426325
2536666.667,4.558365911
2540000,4.396658306
2543333.333,4.143015994
2546666.667,3.353579113
2550000,2.941640045
2553333.333,3.178885741
2556666.667,2.986066945
2560000,2.675746764
2563333.333,3.068519455
2566666.667,2.373309708
2570000,2.034885132
2573333.333,2.370617582
2576666.667,3.080530461
2580000,2.987726078
2583333.333,4.094625096
2586666.667,3.312050569
2590000,2.119065401
2593333.333,2.841975586
2596666.667,2.740951759
2600000,3.113844923
2603333.333,2.990066931
2606666.667,2.864471626
2610000,2.980826421
2613333.333,2.283804023
2616666.667,2.769728063
2620000,3.370418657
2623333.333,2.972213928
2626666.667,2.36089371
2630000,2.223465695
2633333.333,2.726837927
2636666.667,2.601723836
2640000,3.047520861
2643333.333,2.221274275
2646666.667,2.883024015
2650000,2.630611511
2653333.333,2.512779781
2656666.667,2.127802773
2660000,2.727660343
2663333.333,3.752561745
2666666.667,1.735922192
2670000,1.579058639
2673333.333,2.657613988
2676666.667,2.755241452
2680000,2.027576645
2683333.333,2.070554079
2686666.667,2.426413713
2690000,2.232959387
2693333.333,1.693035562
2696666.667,2.192854527
2700000,2.446593377
2703333.333,2.379947973
2706666.667,2.559596816
2710000,2.475106123
2713333.333,2.291372458
2716666.667,1.935671169
2720000,1.751101717
2723333.333,2.667071136
2726666.667,2.026241219
2730000,2.210678317
2733333.333,2.787701069
2736666.667,3.08142916
2740000,2.276785246
2743333.333,2.039166864
2746666.667,1.960299611
2750000,2.117665248
2753333.333,2.285717636
2756666.667,2.526243221
2760000,2.127029732
2763333.333,2.187494244
2766666.667,2.691850551
2770000,1.9600616
2773333.333,1.86168014
2776666.667,2.688055342
2780000,2.430293924
2783333.333,2.099873421
2786666.667,2.066340126
2790000,1.952757503
2793333.333,1.714434084
2796666.667,2.126370571
2800000,3.846583935
2803333.333,3.673018246
2806666.667,2.678826171
2810000,1.994450063
2813333.333,1.585755896
2816666.667,2.055931558
2820000,2.589119137
2823333.333,2.53190471
2826666.667,2.521956796
2830000,3.193962312
2833333.333,3.025310593
2836666.667,1.928973766
2840000,2.053726885
2843333.333,2.122811118
2846666.667,1.757777459
2850000,1.914296384
2853333.333,2.220752668
2856666.667,1.781853889
2860000,1.518444992
2863333.333,2.084338988
2866666.667,2.498514488
2870000,2.804944991
2873333.333,2.440700051
2876666.667,2.013785208
2880000,2.100693688
2883333.333,1.929765506
2886666.667,1.545066402
2890000,2.275032239
