f (Hz),PNA floor (dBc/Hz),VCO free (dBc/Hz),VCO locked (dBc/Hz)
4.72E+06,-1.14E+02,-110.94301,-115.590234
4.72E+06,-1.14E+02,-111.231276,-115.696866
4.73E+06,-1.14E+02,-111.49482,-115.685
4.74E+06,-1.14E+02,-111.70021,-115.442846
4.75E+06,-1.14E+02,-111.980124,-115.079752
4.76E+06,-1.14E+02,-111.134016,-115.165158
4.77E+06,-1.14E+02,-110.700342,-115.081574
4.78E+06,-1.15E+02,-109.502624,-115.538664
4.79E+06,-1.15E+02,-109.164514,-116.084498
4.80E+06,-1.15E+02,-109.311006,-116.973644
4.81E+06,-1.16E+02,-110.582462,-117.487286
4.82E+06,-1.16E+02,-111.284936,-117.685462
4.83E+06,-1.16E+02,-113.068706,-117.144222
4.84E+06,-1.16E+02,-114.323854,-117.026216
4.85E+06,-1.16E+02,-114.69857,-116.627384
4.86E+06,-1.16E+02,-114.49744,-116.024316
4.87E+06,-1.16E+02,-114.645882,-116.066628
4.88E+06,-1.14E+02,-114.137974,-116.64381
4.89E+06,-1.14E+02,-112.456022,-116.387512
4.90E+06,-1.14E+02,-111.119256,-116.530308
4.91E+06,-1.14E+02,-110.69164,-116.47255
4.92E+06,-1.15E+02,-110.454974,-116.695616
4.93E+06,-1.16E+02,-110.349032,-116.15693
4.94E+06,-1.17E+02,-111.684962,-115.985542
4.95E+06,-1.17E+02,-112.756308,-116.380814
4.96E+06,-1.15E+02,-112.81092,-116.624798
4.97E+06,-1.15E+02,-111.824722,-116.269106
4.98E+06,-1.16E+02,-110.467426,-116.404964
4.99E+06,-1.15E+02,-110.178404,-117.053282
5.00E+06,-1.16E+02,-110.568574,-116.398658
5.01E+06,-1.16E+02,-110.67414,-116.701236
5.02E+06,-1.15E+02,-111.613114,-116.727324
5.03E+06,-1.14E+02,-112.60788,-117.084728
5.04E+06,-1.14E+02,-111.82315,-117.39722
5.06E+06,-1.15E+02,-110.87715,-117.477674
5.07E+06,-1.15E+02,-110.596596,-117.14297
5.08E+06,-1.15E+02,-110.64956,-117.27063
5.09E+06,-1.15E+02,-110.59329,-116.647226
5.10E+06,-1.15E+02,-110.673412,-115.812376
5.11E+06,-1.13E+02,-111.338244,-115.47862
5.12E+06,-1.14E+02,-111.914788,-115.14906
5.13E+06,-1.14E+02,-111.59257,-114.492274
5.14E+06,-1.13E+02,-111.78434,-113.966192
5.15E+06,-1.13E+02,-112.020094,-113.915962
5.16E+06,-1.14E+02,-111.677384,-114.295268
5.17E+06,-1.14E+02,-112.26666,-114.536922
5.18E+06,-1.14E+02,-112.491748,-115.208724
5.19E+06,-1.14E+02,-112.53606,-116.168058
5.20E+06,-1.14E+02,-112.93024,-116.282048
5.21E+06,-1.14E+02,-113.004592,-116.189116
5.22E+06,-1.13E+02,-112.004784,-116.406812
5.23E+06,-1.15E+02,-111.505444,-116.731694
5.25E+06,-1.14E+02,-111.674646,-116.671664
5.26E+06,-1.15E+02,-111.92236,-116.918376
5.27E+06,-1.15E+02,-111.857246,-116.701376
5.28E+06,-1.15E+02,-111.612452,-116.930312
5.29E+06,-1.14E+02,-111.370148,-116.481264
5.30E+06,-1.14E+02,-110.59696,-116.59777
5.31E+06,-1.14E+02,-109.904232,-116.275556
5.32E+06,-1.14E+02,-110.294536,-116.500486
5.33E+06,-1.13E+02,-111.06666,-116.081034
5.34E+06,-1.13E+02,-112.197856,-116.383434
5.35E+06,-1.13E+02,-112.790032,-115.720464
5.36E+06,-1.13E+02,-113.413452,-115.547266
5.38E+06,-1.14E+02,-112.900786,-116.02793
5.39E+06,-1.15E+02,-111.987,-116.347778
5.40E+06,-1.14E+02,-110.906112,-116.119518
5.41E+06,-1.15E+02,-110.803606,-116.639738
5.42E+06,-1.15E+02,-110.839132,-116.759758
5.43E+06,-1.15E+02,-111.849422,-116.8009
5.44E+06,-1.14E+02,-111.71153,-116.794362
5.45E+06,-1.14E+02,-112.322696,-116.768084
5.46E+06,-1.14E+02,-113.667418,-116.42625
5.48E+06,-1.15E+02,-113.653616,-116.3181
5.49E+06,-1.15E+02,-113.129044,-115.779694
5.50E+06,-1.15E+02,-114.2121,-115.94608
5.51E+06,-1.15E+02,-114.31411,-115.58559
5.52E+06,-1.15E+02,-113.498322,-115.968046
5.53E+06,-1.14E+02,-113.748494,-116.882862
5.54E+06,-1.15E+02,-114.678836,-117.736222
5.55E+06,-1.15E+02,-113.660916,-117.37972
5.57E+06,-1.15E+02,-113.27666,-117.84726
5.58E+06,-1.15E+02,-113.71784,-117.831682
5.59E+06,-1.15E+02,-112.475872,-117.16026
5.60E+06,-1.15E+02,-109.10739,-116.101936
5.61E+06,-1.14E+02,-109.322454,-116.087006
5.62E+06,-1.14E+02,-109.396708,-115.824818
5.63E+06,-1.13E+02,-108.77006,-115.408882
5.65E+06,-1.13E+02,-110.521954,-115.080192
5.66E+06,-1.13E+02,-112.187414,-115.553842
5.67E+06,-1.13E+02,-112.374356,-115.55919
5.68E+06,-1.14E+02,-112.769716,-115.425504
5.69E+06,-1.14E+02,-112.687028,-116.116324
5.70E+06,-1.14E+02,-112.626402,-116.567408
5.72E+06,-1.14E+02,-112.959304,-115.892594
5.73E+06,-1.14E+02,-113.08891,-115.786024
5.74E+06,-1.13E+02,-112.555838,-116.026772
5.75E+06,-1.14E+02,-113.004512,-116.046818
5.76E+06,-1.15E+02,-112.425282,-116.3543
5.78E+06,-1.15E+02,-113.13425,-116.798602
5.79E+06,-1.16E+02,-113.2208,-116.711342
5.80E+06,-1.16E+02,-112.78441,-116.513628
5.81E+06,-1.15E+02,-112.154762,-116.249984
5.82E+06,-1.15E+02,-112.357132,-115.793018
5.83E+06,-1.14E+02,-112.425104,-115.785016
5.85E+06,-1.14E+02,-112.701332,-115.749472
5.86E+06,-1.14E+02,-113.685086,-115.844452
5.87E+06,-1.15E+02,-114.778914,-115.905118
5.88E+06,-1.15E+02,-114.575088,-116.202566
5.89E+06,-1.16E+02,-113.9237,-116.19619
5.91E+06,-1.15E+02,-113.656706,-116.068706
5.92E+06,-1.15E+02,-113.546602,-116.23205
5.93E+06,-1.14E+02,-112.350928,-115.55292
5.94E+06,-1.14E+02,-111.83728,-114.882546
5.96E+06,-1.13E+02,-112.388056,-114.721296
5.97E+06,-1.13E+02,-112.42984,-115.112528
5.98E+06,-1.14E+02,-112.577504,-115.421984
5.99E+06,-1.14E+02,-112.8273,-116.213746
6.00E+06,-1.15E+02,-113.069798,-116.766346
6.02E+06,-1.15E+02,-112.664668,-116.444088
6.03E+06,-1.15E+02,-112.437162,-116.136518
6.04E+06,-1.15E+02,-112.099988,-115.553624
6.05E+06,-1.15E+02,-112.076488,-114.80544
6.07E+06,-1.15E+02,-111.985536,-114.457662
6.08E+06,-1.15E+02,-112.263504,-114.846706
6.09E+06,-1.14E+02,-111.734118,-114.825994
6.10E+06,-1.15E+02,-111.654954,-115.095168
6.12E+06,-1.14E+02,-112.364936,-116.517176
6.13E+06,-1.13E+02,-112.570814,-116.682082
6.14E+06,-1.13E+02,-112.689006,-116.885878
6.15E+06,-1.13E+02,-113.119338,-117.590112
6.17E+06,-1.12E+02,-114.04571,-117.271884
6.18E+06,-1.13E+02,-113.732118,-116.20984
6.19E+06,-1.13E+02,-113.651514,-116.282582
6.20E+06,-1.13E+02,-112.876956,-116.150192
6.22E+06,-1.14E+02,-112.943308,-115.57337
6.23E+06,-1.14E+02,-111.750696,-115.990442
6.24E+06,-1.13E+02,-111.275758,-116.045438
6.26E+06,-1.13E+02,-110.848598,-115.835504
6.27E+06,-1.13E+02,-111.733694,-115.435748
6.28E+06,-1.14E+02,-111.563432,-115.153468
6.29E+06,-1.14E+02,-111.114018,-114.80993
6.31E+06,-1.14E+02,-110.511696,-114.39743
6.32E+06,-1.15E+02,-111.276382,-114.768718
6.33E+06,-1.15E+02,-110.86146,-115.282228
6.35E+06,-1.14E+02,-111.183348,-115.958278
6.36E+06,-1.13E+02,-112.575768,-115.934004
6.37E+06,-1.13E+02,-113.567826,-116.189082
6.38E+06,-1.12E+02,-113.020418,-115.883678
6.40E+06,-1.12E+02,-113.079016,-115.583634
6.41E+06,-1.12E+02,-112.711104,-114.900432
6.42E+06,-1.13E+02,-112.017572,-114.897998
6.44E+06,-1.13E+02,-111.98357,-114.988062
6.45E+06,-1.12E+02,-112.306832,-115.064704
6.46E+06,-1.13E+02,-111.970458,-114.993058
6.48E+06,-1.13E+02,-112.339792,-115.759198
6.49E+06,-1.13E+02,-113.162316,-115.938272
6.50E+06,-1.13E+02,-113.36164,-116.014522
6.52E+06,-1.14E+02,-113.491088,-115.784202
6.53E+06,-1.14E+02,-113.862972,-116.328098
6.54E+06,-1.15E+02,-113.80138,-116.381128
6.56E+06,-1.15E+02,-113.247246,-116.447118
6.57E+06,-1.15E+02,-113.132268,-116.40079
6.58E+06,-1.15E+02,-113.78804,-116.512644
6.60E+06,-1.15E+02,-113.95237,-116.336668
6.61E+06,-1.14E+02,-113.857488,-116.455464
6.62E+06,-1.14E+02,-113.912596,-116.657194
6.64E+06,-1.14E+02,-114.027962,-116.887956
6.65E+06,-1.13E+02,-113.244702,-116.916444
6.67E+06,-1.13E+02,-112.980966,-116.423148
6.68E+06,-1.13E+02,-112.796012,-115.858566
6.69E+06,-1.12E+02,-112.592076,-116.014664
6.71E+06,-1.13E+02,-112.913248,-115.812926
6.72E+06,-1.13E+02,-113.369332,-115.573168
6.73E+06,-1.13E+02,-113.077126,-115.576392
6.75E+06,-1.14E+02,-113.051788,-115.740612
6.76E+06,-1.14E+02,-112.711512,-115.842012
6.78E+06,-1.13E+02,-111.854604,-115.8038
6.79E+06,-1.13E+02,-111.395166,-116.119566
6.80E+06,-1.13E+02,-111.833798,-116.557008
6.82E+06,-1.13E+02,-112.172272,-116.309804
6.83E+06,-1.12E+02,-112.213726,-115.473514
6.85E+06,-1.13E+02,-112.448864,-115.729706
6.86E+06,-1.13E+02,-112.743442,-115.697538
6.87E+06,-1.13E+02,-112.6771,-115.468396
6.89E+06,-1.13E+02,-112.346898,-115.691358
6.90E+06,-1.13E+02,-112.812232,-116.204104
6.92E+06,-1.13E+02,-111.647238,-116.29108
6.93E+06,-1.14E+02,-110.381996,-116.402028
6.94E+06,-1.14E+02,-110.249878,-116.49349
6.96E+06,-1.15E+02,-110.280806,-116.117894
6.97E+06,-1.15E+02,-110.925068,-115.747746
6.99E+06,-1.15E+02,-112.362572,-115.458238
7.00E+06,-1.15E+02,-113.47979,-115.162066
7.02E+06,-1.14E+02,-113.488196,-115.128098
7.03E+06,-1.14E+02,-113.62218,-115.342872
7.04E+06,-1.14E+02,-112.947206,-115.859126
7.06E+06,-1.14E+02,-113.009572,-115.63224
7.07E+06,-1.14E+02,-112.516188,-115.89788
7.09E+06,-1.14E+02,-112.370842,-116.263242
7.10E+06,-1.15E+02,-112.200534,-116.597766
7.12E+06,-1.15E+02,-112.50912,-116.575116
7.13E+06,-1.16E+02,-111.77876,-116.909266
7.15E+06,-1.15E+02,-111.988634,-116.595944
7.16E+06,-1.15E+02,-112.123638,-116.551606
7.18E+06,-1.14E+02,-112.558812,-116.253422
7.19E+06,-1.13E+02,-112.559992,-116.355456
7.21E+06,-1.13E+02,-113.357188,-116.118024
7.22E+06,-1.13E+02,-113.398428,-116.610108
7.23E+06,-1.14E+02,-113.627288,-116.406992
7.25E+06,-1.14E+02,-113.440474,-116.742976
7.26E+06,-1.14E+02,-113.246382,-116.431938
7.28E+06,-1.15E+02,-112.504254,-116.768912
7.29E+06,-1.16E+02,-112.295042,-116.189246
7.31E+06,-1.15E+02,-112.064034,-115.964864
7.32E+06,-1.15E+02,-111.728908,-115.87422
7.34E+06,-1.15E+02,-111.461088,-115.679588
7.35E+06,-1.14E+02,-111.4067,-115.941054
7.37E+06,-1.15E+02,-111.661444,-115.932712
7.38E+06,-1.15E+02,-111.446846,-116.33388
7.40E+06,-1.15E+02,-111.40114,-116.121714
7.41E+06,-1.15E+02,-111.31407,-116.366304
7.43E+06,-1.14E+02,-111.927012,-115.804386
7.45E+06,-1.15E+02,-112.147772,-115.72511
7.46E+06,-1.14E+02,-112.867218,-115.293214
7.48E+06,-1.14E+02,-113.346298,-115.327164
7.49E+06,-1.14E+02,-112.88769,-115.282332
7.51E+06,-1.15E+02,-112.462456,-115.051182
7.52E+06,-1.15E+02,-112.275578,-115.38295
7.54E+06,-1.15E+02,-111.709356,-115.567132
7.55E+06,-1.15E+02,-111.659498,-115.792154
7.57E+06,-1.15E+02,-111.759972,-115.37851
7.58E+06,-1.14E+02,-111.864738,-115.779642
7.60E+06,-1.14E+02,-111.77865,-115.576132
7.62E+06,-1.14E+02,-111.84541,-115.72666
7.63E+06,-1.14E+02,-111.602802,-115.811802
7.65E+06,-1.15E+02,-111.697388,-116.440716
7.66E+06,-1.15E+02,-111.261858,-116.368344
7.68E+06,-1.14E+02,-111.135958,-116.943324
7.69E+06,-1.13E+02,-112.22191,-116.671884
7.71E+06,-1.14E+02,-112.589466,-116.508112
7.73E+06,-1.13E+02,-113.000686,-116.55988
7.74E+06,-1.13E+02,-114.00458,-116.94478
7.76E+06,-1.13E+02,-114.168892,-116.366388
7.77E+06,-1.14E+02,-112.809036,-116.252584
7.79E+06,-1.14E+02,-112.546324,-116.215832
7.80E+06,-1.15E+02,-113.134964,-115.821278
7.82E+06,-1.16E+02,-112.484788,-115.631828
7.84E+06,-1.16E+02,-112.894366,-116.024364
7.85E+06,-1.15E+02,-113.354846,-116.231644
7.87E+06,-1.15E+02,-113.665146,-116.539666
7.88E+06,-1.14E+02,-113.065604,-116.626252
7.90E+06,-1.13E+02,-113.301706,-116.349984
7.92E+06,-1.13E+02,-112.878874,-116.33669
7.93E+06,-1.14E+02,-112.747918,-116.42586
7.95E+06,-1.14E+02,-112.425998,-116.13853
7.97E+06,-1.15E+02,-112.391034,-116.135728
7.98E+06,-1.15E+02,-112.184344,-116.421262
8.00E+06,-1.15E+02,-112.084844,-116.324472
8.02E+06,-1.15E+02,-111.7302,-116.335196
8.03E+06,-1.15E+02,-111.63457,-116.16926
8.05E+06,-1.14E+02,-111.709282,-116.071996
8.06E+06,-1.14E+02,-111.716872,-115.822008
8.08E+06,-1.14E+02,-111.803294,-115.806982
8.10E+06,-1.14E+02,-111.729238,-115.878702
8.11E+06,-1.15E+02,-111.832352,-116.046244
8.13E+06,-1.15E+02,-111.664748,-116.18332
8.15E+06,-1.15E+02,-111.49606,-116.224602
8.16E+06,-1.16E+02,-111.26774,-116.531218
8.18E+06,-1.16E+02,-111.628808,-116.422696
8.20E+06,-1.15E+02,-111.37495,-116.182896
8.21E+06,-1.15E+02,-111.029898,-116.01991
8.23E+06,-1.15E+02,-111.139274,-116.047208
8.25E+06,-1.14E+02,-111.216148,-115.760896
8.27E+06,-1.14E+02,-110.993966,-115.882938
8.28E+06,-1.15E+02,-111.619844,-116.234932
8.30E+06,-1.15E+02,-112.370412,-116.35213
8.32E+06,-1.14E+02,-112.528712,-116.652278
8.33E+06,-1.15E+02,-112.30288,-116.726096
8.35E+06,-1.14E+02,-112.3398,-116.525714
8.37E+06,-1.13E+02,-112.48766,-116.379662
8.38E+06,-1.13E+02,-112.494784,-116.293146
8.40E+06,-1.14E+02,-112.3445,-116.442502
8.42E+06,-1.14E+02,-112.843104,-116.396788
8.44E+06,-1.14E+02,-113.335246,-116.858446
8.45E+06,-1.14E+02,-113.062376,-116.783716
8.47E+06,-1.14E+02,-112.470722,-117.155424
8.49E+06,-1.14E+02,-112.67751,-116.5119
8.51E+06,-1.14E+02,-112.927368,-116.713466
8.52E+06,-1.13E+02,-112.468574,-116.161544
8.54E+06,-1.13E+02,-112.016444,-115.896346
8.56E+06,-1.14E+02,-112.174382,-115.361448
8.58E+06,-1.14E+02,-112.506328,-115.684854
8.59E+06,-1.14E+02,-112.747948,-115.511324
8.61E+06,-1.14E+02,-113.14762,-115.50495
8.63E+06,-1.14E+02,-113.473684,-116.029828
8.65E+06,-1.14E+02,-113.748634,-116.191732
8.66E+06,-1.14E+02,-113.333954,-115.66719
8.68E+06,-1.14E+02,-112.496814,-115.971018
8.70E+06,-1.14E+02,-112.008174,-115.900206
8.72E+06,-1.14E+02,-111.713354,-115.568344
8.74E+06,-1.15E+02,-111.885992,-115.710766
8.75E+06,-1.14E+02,-111.81226,-116.233684
8.77E+06,-1.14E+02,-111.57023,-115.971548
8.79E+06,-1.14E+02,-111.7131,-116.493352
8.81E+06,-1.14E+02,-111.541396,-116.77463
8.83E+06,-1.14E+02,-110.92966,-116.793644
8.84E+06,-1.13E+02,-111.063962,-116.92283
8.86E+06,-1.13E+02,-111.48493,-116.871054
8.88E+06,-1.14E+02,-111.40852,-116.851004
8.90E+06,-1.14E+02,-111.78472,-116.75495
8.92E+06,-1.14E+02,-111.946276,-116.5553
8.93E+06,-1.15E+02,-111.958948,-115.983352
8.95E+06,-1.15E+02,-111.865612,-116.12365
8.97E+06,-1.15E+02,-111.981408,-115.671608
8.99E+06,-1.14E+02,-112.308664,-115.233404
9.01E+06,-1.14E+02,-112.026894,-115.3683
9.03E+06,-1.14E+02,-111.696706,-115.514632
9.04E+06,-1.14E+02,-111.890602,-115.36998
9.06E+06,-1.14E+02,-111.302032,-115.681186
9.08E+06,-1.14E+02,-111.456472,-115.692144
9.10E+06,-1.14E+02,-111.895434,-115.631546
9.12E+06,-1.14E+02,-112.38085,-115.60165
9.14E+06,-1.14E+02,-112.754522,-115.894378
9.16E+06,-1.13E+02,-113.531062,-115.759
9.18E+06,-1.13E+02,-113.475634,-116.06237
9.19E+06,-1.13E+02,-113.125464,-115.917486
9.21E+06,-1.12E+02,-112.921616,-115.722794
9.23E+06,-1.12E+02,-112.649054,-115.177018
9.25E+06,-1.14E+02,-112.65881,-115.338234
9.27E+06,-1.14E+02,-112.1993,-115.688272
9.29E+06,-1.14E+02,-112.34595,-115.62718
9.31E+06,-1.14E+02,-112.954142,-116.124002
9.33E+06,-1.14E+02,-112.662894,-115.899216
9.35E+06,-1.13E+02,-111.734028,-115.796818
9.37E+06,-1.14E+02,-112.03908,-115.36562
9.38E+06,-1.14E+02,-111.910052,-115.82356
9.40E+06,-1.15E+02,-111.12374,-115.858458
9.42E+06,-1.16E+02,-111.404604,-116.171314
9.44E+06,-1.16E+02,-112.207706,-116.386864
9.46E+06,-1.15E+02,-112.014736,-116.533562
9.48E+06,-1.15E+02,-111.827708,-116.581758
9.50E+06,-1.14E+02,-112.177766,-116.719446
9.52E+06,-1.14E+02,-111.766064,-116.603804
9.54E+06,-1.14E+02,-111.972218,-116.260758
9.56E+06,-1.14E+02,-111.359158,-116.38581
9.58E+06,-1.15E+02,-111.857704,-115.698204
9.60E+06,-1.14E+02,-111.999106,-115.216828
9.62E+06,-1.14E+02,-112.215578,-115.160456
9.64E+06,-1.14E+02,-111.840896,-115.394902
9.66E+06,-1.13E+02,-111.962146,-115.308702
9.68E+06,-1.13E+02,-111.790718,-115.607802
9.70E+06,-1.14E+02,-111.405108,-115.83272
9.72E+06,-1.14E+02,-111.225636,-115.983056
9.74E+06,-1.15E+02,-111.516674,-115.894052
9.76E+06,-1.16E+02,-112.480386,-115.477416
9.78E+06,-1.15E+02,-112.232784,-115.513944
9.80E+06,-1.15E+02,-112.77525,-115.74998
9.82E+06,-1.15E+02,-112.866742,-115.802818
9.84E+06,-1.14E+02,-112.755448,-115.427432
9.86E+06,-1.15E+02,-112.388546,-115.533048
9.88E+06,-1.15E+02,-113.441052,-115.563256
9.90E+06,-1.15E+02,-112.897908,-115.179898
9.92E+06,-1.14E+02,-113.057076,-115.345164
9.94E+06,-1.14E+02,-113.30361,-115.551606
9.96E+06,-1.14E+02,-112.991782,-115.76078
