f (Hz),PNA floor (dBc/Hz),VCO free (dBc/Hz),VCO locked (dBc/Hz)
5.39E+03,-1.16E+02,-99.3188459,-112.939757
5.41E+03,-1.15E+02,-99.5407255,-111.995287
5.43E+03,-1.15E+02,-98.6487338,-112.085269
5.45E+03,-1.15E+02,-98.4838258,-112.106281
5.48E+03,-1.14E+02,-98.6158292,-111.76199
5.50E+03,-1.13E+02,-99.4620411,-111.539008
5.52E+03,-1.13E+02,-99.3624352,-112.116245
5.54E+03,-1.13E+02,-100.0037294,-112.515118
5.57E+03,-1.12E+02,-101.4944775,-113.010178
5.59E+03,-1.12E+02,-101.6916816,-113.22181
5.61E+03,-1.12E+02,-100.1923504,-113.024889
5.63E+03,-1.14E+02,-100.7028477,-113.999307
5.66E+03,-1.14E+02,-101.0078633,-113.923965
5.68E+03,-1.15E+02,-100.3928728,-114.157311
5.70E+03,-1.15E+02,-100.2085325,-114.35184
5.73E+03,-1.16E+02,-99.6407317,-115.361025
5.75E+03,-1.16E+02,-99.6646056,-115.285126
5.78E+03,-1.16E+02,-98.942816,-116.068928
5.80E+03,-1.17E+02,-97.0068843,-116.333029
5.82E+03,-1.17E+02,-96.1471016,-116.683201
5.85E+03,-1.16E+02,-96.8130348,-116.659915
5.87E+03,-1.15E+02,-96.6776687,-115.602727
5.89E+03,-1.14E+02,-95.9065673,-116.134905
5.92E+03,-1.15E+02,-96.0745383,-116.133532
5.94E+03,-1.15E+02,-95.6410345,-116.351553
5.97E+03,-1.15E+02,-95.7893963,-115.619523
5.99E+03,-1.16E+02,-96.3281653,-115.097803
6.02E+03,-1.15E+02,-96.7625119,-113.939908
6.04E+03,-1.15E+02,-97.2752141,-113.745188
6.07E+03,-1.16E+02,-98.0024572,-113.346836
6.09E+03,-1.17E+02,-97.9334852,-114.186013
6.12E+03,-1.17E+02,-97.7326788,-114.989719
6.14E+03,-1.17E+02,-99.0182233,-114.323465
6.17E+03,-1.17E+02,-99.3718668,-114.23028
6.19E+03,-1.16E+02,-100.0474749,-113.656837
6.22E+03,-1.17E+02,-99.3879132,-113.385594
6.24E+03,-1.16E+02,-98.5729838,-114.386943
6.27E+03,-1.17E+02,-98.1341045,-115.371729
6.29E+03,-1.17E+02,-97.8466182,-115.832305
6.32E+03,-1.17E+02,-97.4019946,-115.698017
6.35E+03,-1.16E+02,-97.207413,-114.924103
6.37E+03,-1.16E+02,-97.603379,-115.175552
6.40E+03,-1.17E+02,-96.7166634,-115.240154
6.42E+03,-1.17E+02,-96.9148934,-115.178067
6.45E+03,-1.17E+02,-97.3718664,-115.322523
6.48E+03,-1.17E+02,-97.8613363,-115.254232
6.50E+03,-1.17E+02,-97.688146,-113.721871
6.53E+03,-1.16E+02,-97.5272253,-113.167617
6.56E+03,-1.15E+02,-98.5032221,-113.265888
6.58E+03,-1.15E+02,-98.8031,-113.280881
6.61E+03,-1.16E+02,-98.6373003,-113.117118
6.64E+03,-1.15E+02,-99.0631623,-111.627211
6.67E+03,-1.15E+02,-99.5784999,-111.188815
6.69E+03,-1.14E+02,-98.8911581,-111.558365
6.72E+03,-1.14E+02,-98.6545141,-111.400517
6.75E+03,-1.14E+02,-98.9802169,-110.911504
6.78E+03,-1.15E+02,-99.1420181,-111.871689
6.80E+03,-1.15E+02,-99.6455597,-112.783423
6.83E+03,-1.15E+02,-99.3371266,-113.368403
6.86E+03,-1.15E+02,-99.5561345,-113.513279
6.89E+03,-1.15E+02,-100.1731148,-113.708604
6.92E+03,-1.15E+02,-99.8367638,-114.537066
6.94E+03,-1.15E+02,-100.3018898,-114.63114
6.97E+03,-1.15E+02,-100.8260316,-113.817994
7.00E+03,-1.14E+02,-100.8200836,-113.766456
7.03E+03,-1.15E+02,-100.316815,-114.23226
7.06E+03,-1.15E+02,-100.9127085,-114.124035
7.09E+03,-1.16E+02,-101.2521079,-114.262494
7.12E+03,-1.16E+02,-101.989834,-113.005849
7.15E+03,-1.16E+02,-101.4940164,-113.215159
7.18E+03,-1.15E+02,-101.3403128,-113.156772
7.21E+03,-1.16E+02,-101.2402378,-113.778999
7.23E+03,-1.16E+02,-101.2235198,-114.798183
7.26E+03,-1.16E+02,-101.075556,-115.636355
7.29E+03,-1.16E+02,-100.901009,-116.403059
7.32E+03,-1.16E+02,-101.7012696,-116.402448
7.35E+03,-1.16E+02,-101.6072116,-115.810275
7.38E+03,-1.16E+02,-101.3143713,-114.984374
7.41E+03,-1.16E+02,-100.9422133,-115.461659
7.45E+03,-1.16E+02,-101.4531963,-115.246521
7.48E+03,-1.16E+02,-101.6684589,-115.152881
7.51E+03,-1.16E+02,-102.0504309,-114.522949
7.54E+03,-1.17E+02,-101.4488656,-114.006807
7.57E+03,-1.17E+02,-102.8896344,-114.063499
7.60E+03,-1.17E+02,-103.3421504,-113.365524
7.63E+03,-1.16E+02,-102.8381079,-113.324541
7.66E+03,-1.16E+02,-102.6136939,-113.909676
7.69E+03,-1.16E+02,-102.8860522,-114.399723
7.73E+03,-1.16E+02,-102.2868987,-114.554187
7.76E+03,-1.15E+02,-102.0743136,-114.323195
7.79E+03,-1.15E+02,-102.1777006,-114.859272
7.82E+03,-1.15E+02,-101.2140719,-114.955404
7.85E+03,-1.15E+02,-102.0770412,-114.684205
7.88E+03,-1.14E+02,-101.2760182,-114.687973
7.92E+03,-1.13E+02,-101.2671082,-114.386909
7.95E+03,-1.14E+02,-101.1281777,-114.940665
7.98E+03,-1.13E+02,-100.9334138,-114.598016
8.02E+03,-1.13E+02,-100.8619678,-114.582427
8.05E+03,-1.12E+02,-101.4283053,-114.767037
8.08E+03,-1.13E+02,-102.2390804,-115.070179
8.11E+03,-1.13E+02,-102.4184064,-114.301014
8.15E+03,-1.14E+02,-103.6737211,-114.462384
8.18E+03,-1.13E+02,-103.1569891,-114.82972
8.21E+03,-1.14E+02,-102.4624284,-115.032586
8.25E+03,-1.15E+02,-102.5932074,-115.547453
8.28E+03,-1.16E+02,-103.6472074,-115.491748
8.32E+03,-1.15E+02,-103.7618573,-116.154171
8.35E+03,-1.15E+02,-103.9885633,-115.535462
8.38E+03,-1.15E+02,-103.8657433,-115.41887
8.42E+03,-1.15E+02,-103.3087623,-115.954311
8.45E+03,-1.15E+02,-103.4575323,-116.057111
8.49E+03,-1.15E+02,-102.7604673,-115.515642
8.52E+03,-1.15E+02,-102.1940526,-115.286391
8.56E+03,-1.14E+02,-102.2217435,-114.639865
8.59E+03,-1.14E+02,-101.5524055,-114.187946
8.63E+03,-1.14E+02,-101.3676145,-113.961232
8.66E+03,-1.15E+02,-101.8770655,-113.379082
8.70E+03,-1.15E+02,-102.2651635,-113.77704
8.74E+03,-1.15E+02,-103.3177955,-113.837064
8.77E+03,-1.15E+02,-103.7706515,-112.806951
8.81E+03,-1.15E+02,-103.6446865,-113.020208
8.84E+03,-1.15E+02,-104.3456615,-112.8253
8.88E+03,-1.15E+02,-105.1219452,-112.176445
8.92E+03,-1.15E+02,-105.393503,-112.69495
8.95E+03,-1.14E+02,-105.465822,-113.227108
8.99E+03,-1.14E+02,-105.253131,-113.219067
9.03E+03,-1.14E+02,-104.94158,-113.061917
9.06E+03,-1.14E+02,-104.236418,-113.367396
9.10E+03,-1.14E+02,-103.149077,-113.319513
9.14E+03,-1.15E+02,-103.191065,-113.814288
9.18E+03,-1.15E+02,-103.2174,-114.271364
9.21E+03,-1.15E+02,-103.100881,-114.560549
9.25E+03,-1.15E+02,-103.084261,-114.8703
9.29E+03,-1.15E+02,-103.194783,-114.140824
9.33E+03,-1.15E+02,-103.0342404,-114.173339
9.37E+03,-1.15E+02,-102.7733114,-114.574596
9.40E+03,-1.15E+02,-103.0658064,-115.385448
9.44E+03,-1.15E+02,-104.0328884,-114.820889
9.48E+03,-1.15E+02,-103.6626229,-114.054849
9.52E+03,-1.14E+02,-102.9597436,-113.5437
9.56E+03,-1.14E+02,-102.6110536,-113.011331
9.60E+03,-1.14E+02,-102.5307736,-112.724914
9.64E+03,-1.14E+02,-102.4597596,-112.751971
9.68E+03,-1.14E+02,-102.7433226,-113.373911
9.72E+03,-1.14E+02,-103.5495822,-113.044103
9.76E+03,-1.15E+02,-103.3503432,-113.214666
9.80E+03,-1.15E+02,-103.2267582,-113.257413
9.84E+03,-1.14E+02,-102.3294342,-113.21229
1.00E+04,-1.14E+02,-102.5817507,-114.4998
1.01E+04,-1.14E+02,-102.237033,-115.20956
1.02E+04,-1.14E+02,-101.6239952,-115.263612
1.02E+04,-1.15E+02,-101.7544508,-115.840422
1.03E+04,-1.16E+02,-101.8981768,-115.94236
1.04E+04,-1.15E+02,-101.1934348,-115.053408
1.05E+04,-1.16E+02,-101.3068028,-114.197518
1.06E+04,-1.16E+02,-101.770538,-113.533882
1.07E+04,-1.15E+02,-102.55128,-112.613234
1.08E+04,-1.14E+02,-102.22457,-112.52229
1.09E+04,-1.14E+02,-102.54767,-112.949012
1.09E+04,-1.13E+02,-102.697874,-113.393982
1.10E+04,-1.13E+02,-103.000384,-113.60553
1.11E+04,-1.14E+02,-102.333702,-114.104504
1.12E+04,-1.14E+02,-102.873218,-114.158224
1.13E+04,-1.15E+02,-102.901588,-114.0667
1.14E+04,-1.14E+02,-102.706026,-113.837858
1.15E+04,-1.14E+02,-103.245162,-114.00218
1.16E+04,-1.14E+02,-103.90741,-113.68926
1.17E+04,-1.13E+02,-103.660304,-113.308666
1.18E+04,-1.13E+02,-103.86579,-113.250774
1.19E+04,-1.14E+02,-104.730994,-113.059422
1.20E+04,-1.14E+02,-104.68441,-113.012754
1.21E+04,-1.14E+02,-104.553648,-113.434422
1.22E+04,-1.14E+02,-104.306766,-113.599578
1.23E+04,-1.14E+02,-104.168428,-113.770554
1.24E+04,-1.14E+02,-104.01372,-113.815214
1.25E+04,-1.14E+02,-104.610788,-113.51472
1.26E+04,-1.13E+02,-105.026204,-113.264046
1.27E+04,-1.13E+02,-105.87098,-113.210108
1.28E+04,-1.14E+02,-105.629768,-112.841222
1.29E+04,-1.15E+02,-105.738126,-112.587658
1.30E+04,-1.15E+02,-105.057008,-112.62974
1.31E+04,-1.16E+02,-104.527806,-112.344152
1.32E+04,-1.16E+02,-104.501346,-112.266576
1.33E+04,-1.15E+02,-104.998598,-112.15991
1.34E+04,-1.15E+02,-104.732334,-111.734894
1.35E+04,-1.14E+02,-104.689554,-111.633854
1.37E+04,-1.14E+02,-105.333458,-111.89098
1.38E+04,-1.13E+02,-105.58887,-111.902158
1.39E+04,-1.13E+02,-105.350946,-111.861044
1.40E+04,-1.13E+02,-105.71591,-112.408544
1.41E+04,-1.13E+02,-106.419066,-112.683226
1.42E+04,-1.13E+02,-106.24432,-112.299258
1.43E+04,-1.13E+02,-106.261274,-112.306776
1.45E+04,-1.13E+02,-106.414264,-112.169032
1.46E+04,-1.13E+02,-105.703918,-111.79655
1.47E+04,-1.13E+02,-104.704312,-111.144458
1.48E+04,-1.14E+02,-104.077626,-110.88402
1.49E+04,-1.15E+02,-103.30564,-111.06991
1.51E+04,-1.14E+02,-103.506568,-111.25372
1.52E+04,-1.14E+02,-103.949076,-111.253254
1.53E+04,-1.13E+02,-104.473436,-111.497314
1.54E+04,-1.13E+02,-104.924488,-111.74927
1.56E+04,-1.13E+02,-105.411284,-111.415394
1.57E+04,-1.14E+02,-105.879062,-111.743338
1.58E+04,-1.14E+02,-105.721888,-111.95505
1.60E+04,-1.14E+02,-105.540118,-111.862188
1.61E+04,-1.14E+02,-106.11062,-112.01529
1.62E+04,-1.13E+02,-106.550956,-111.661692
1.64E+04,-1.14E+02,-106.144802,-111.344556
1.65E+04,-1.14E+02,-107.219056,-111.354736
1.66E+04,-1.14E+02,-107.213868,-111.33547
1.68E+04,-1.15E+02,-106.908598,-110.876742
1.69E+04,-1.15E+02,-107.02393,-111.078182
1.70E+04,-1.15E+02,-107.688614,-110.58029
1.72E+04,-1.14E+02,-108.00219,-110.187608
1.73E+04,-1.14E+02,-106.661229,-108.123674
1.75E+04,-1.14E+02,-106.724421,-108.037322
1.76E+04,-1.14E+02,-106.351227,-108.405062
1.77E+04,-1.14E+02,-105.819461,-108.738876
1.79E+04,-1.14E+02,-105.491319,-108.969112
1.80E+04,-1.14E+02,-107.14888,-110.951108
1.82E+04,-1.14E+02,-106.577428,-111.415838
1.83E+04,-1.14E+02,-106.598238,-111.08879
1.85E+04,-1.14E+02,-106.8886,-110.84258
1.86E+04,-1.13E+02,-106.204748,-110.597542
1.88E+04,-1.14E+02,-106.500606,-110.311684
1.89E+04,-1.14E+02,-106.919564,-109.568104
1.91E+04,-1.14E+02,-107.253582,-109.602284
1.93E+04,-1.14E+02,-107.036908,-109.619792
1.94E+04,-1.14E+02,-107.256964,-109.301504
1.96E+04,-1.13E+02,-107.57539,-109.583866
1.97E+04,-1.12E+02,-108.286774,-110.07349
1.99E+04,-1.13E+02,-108.449712,-109.994394
2.01E+04,-1.13E+02,-109.001836,-109.840966
2.02E+04,-1.13E+02,-109.4563,-110.030966
2.04E+04,-1.14E+02,-109.646762,-110.337248
2.06E+04,-1.14E+02,-109.61131,-110.211162
2.07E+04,-1.14E+02,-110.105012,-110.174946
2.09E+04,-1.13E+02,-110.21052,-110.544268
2.11E+04,-1.13E+02,-109.89317,-111.04938
2.13E+04,-1.13E+02,-109.182386,-111.092624
2.14E+04,-1.13E+02,-108.961188,-111.100732
2.16E+04,-1.13E+02,-108.416534,-110.721812
2.18E+04,-1.14E+02,-107.864342,-110.656312
2.20E+04,-1.15E+02,-108.567934,-110.21592
2.21E+04,-1.15E+02,-108.77997,-109.559234
2.23E+04,-1.15E+02,-108.700166,-109.132914
2.25E+04,-1.15E+02,-108.512068,-108.944232
2.27E+04,-1.15E+02,-108.604194,-108.381278
2.29E+04,-1.14E+02,-108.749094,-108.222838
2.31E+04,-1.14E+02,-108.59692,-108.423336
2.33E+04,-1.13E+02,-109.302072,-108.737672
2.34E+04,-1.13E+02,-109.650216,-109.426164
2.36E+04,-1.13E+02,-109.782786,-109.319482
2.38E+04,-1.13E+02,-109.651818,-109.364966
2.40E+04,-1.13E+02,-110.075676,-109.253118
2.42E+04,-1.13E+02,-109.825256,-108.724714
2.44E+04,-1.13E+02,-109.730264,-108.232966
2.46E+04,-1.13E+02,-109.553896,-108.074044
2.48E+04,-1.13E+02,-109.16004,-107.383934
2.50E+04,-1.13E+02,-108.962278,-106.886038
2.52E+04,-1.13E+02,-108.869424,-106.98668
2.55E+04,-1.13E+02,-109.070098,-106.447098
2.57E+04,-1.14E+02,-109.380244,-106.570566
2.59E+04,-1.14E+02,-108.92095,-106.851534
2.61E+04,-1.14E+02,-109.06047,-106.846686
2.63E+04,-1.14E+02,-109.285362,-106.849614
2.65E+04,-1.14E+02,-108.86357,-107.132756
2.67E+04,-1.14E+02,-108.371592,-107.074328
2.70E+04,-1.13E+02,-108.851452,-107.089718
2.72E+04,-1.14E+02,-108.995416,-107.05713
2.74E+04,-1.14E+02,-108.946658,-106.843078
2.76E+04,-1.13E+02,-109.323956,-106.635438
2.79E+04,-1.14E+02,-109.739798,-106.466318
2.81E+04,-1.14E+02,-109.322832,-106.06862
2.83E+04,-1.14E+02,-108.898836,-105.839538
2.85E+04,-1.13E+02,-108.698878,-105.531232
2.88E+04,-1.13E+02,-108.681888,-104.59994
2.90E+04,-1.14E+02,-108.52541,-104.043404
2.93E+04,-1.14E+02,-108.808602,-103.969752
2.95E+04,-1.14E+02,-109.465624,-103.630476
2.97E+04,-1.14E+02,-109.845052,-103.695158
3.00E+04,-1.14E+02,-110.380052,-104.998682
3.01E+04,-1.14E+02,-110.885376,-105.46226
3.03E+04,-1.14E+02,-111.033258,-105.742982
3.04E+04,-1.14E+02,-110.827512,-105.828878
3.06E+04,-1.13E+02,-110.205716,-105.329824
3.08E+04,-1.14E+02,-109.522744,-104.184472
3.09E+04,-1.13E+02,-109.154196,-103.589078
3.11E+04,-1.13E+02,-108.915458,-103.098404
3.13E+04,-1.13E+02,-108.719182,-103.22255
3.15E+04,-1.14E+02,-109.62548,-103.849774
3.16E+04,-1.14E+02,-109.59418,-104.19968
3.18E+04,-1.15E+02,-110.513496,-104.283256
3.20E+04,-1.15E+02,-111.01406,-104.615366
3.21E+04,-1.15E+02,-111.13424,-104.65781
3.23E+04,-1.14E+02,-110.409042,-104.080346
3.25E+04,-1.14E+02,-110.239878,-104.13763
3.27E+04,-1.14E+02,-109.582324,-104.293836
3.29E+04,-1.14E+02,-109.772304,-104.202546
3.30E+04,-1.14E+02,-109.94232,-104.08771
3.32E+04,-1.15E+02,-110.046138,-104.551452
3.34E+04,-1.15E+02,-110.566988,-104.599564
3.36E+04,-1.15E+02,-110.62877,-104.82822
3.38E+04,-1.15E+02,-110.547422,-104.957046
3.39E+04,-1.14E+02,-110.32423,-104.514036
3.41E+04,-1.14E+02,-110.760178,-104.140618
3.43E+04,-1.13E+02,-110.963334,-103.965826
3.45E+04,-1.13E+02,-110.953632,-104.160104
3.47E+04,-1.13E+02,-110.662348,-103.541858
3.49E+04,-1.14E+02,-110.291142,-102.1089668
3.51E+04,-1.14E+02,-109.53123,-102.0829808
3.53E+04,-1.14E+02,-109.060786,-102.1254748
3.55E+04,-1.13E+02,-108.610958,-101.7041148
3.57E+04,-1.13E+02,-107.993636,-102.3946108
3.59E+04,-1.13E+02,-108.687716,-104.863198
3.60E+04,-1.12E+02,-110.043668,-105.299574
3.62E+04,-1.12E+02,-111.857292,-105.390054
3.64E+04,-1.13E+02,-112.721842,-105.953644
3.66E+04,-1.13E+02,-113.352152,-106.283052
3.68E+04,-1.13E+02,-113.3373,-106.203956
3.70E+04,-1.13E+02,-112.703788,-105.981628
3.72E+04,-1.13E+02,-111.248632,-106.397314
3.75E+04,-1.13E+02,-111.204998,-106.48379
3.77E+04,-1.14E+02,-112.32938,-106.251074
3.79E+04,-1.14E+02,-112.01505,-106.287084
3.81E+04,-1.14E+02,-111.787356,-106.75952
3.83E+04,-1.15E+02,-111.323854,-106.918586
3.85E+04,-1.15E+02,-110.65453,-107.294384
3.87E+04,-1.14E+02,-110.046654,-107.306888
3.89E+04,-1.14E+02,-110.521934,-107.559172
3.91E+04,-1.14E+02,-111.09765,-108.386708
3.93E+04,-1.14E+02,-111.232004,-109.03327
3.96E+04,-1.13E+02,-111.193514,-109.149788
3.98E+04,-1.13E+02,-110.572924,-109.489238
4.00E+04,-1.13E+02,-110.608324,-109.293536
4.02E+04,-1.13E+02,-110.607286,-109.001736
4.04E+04,-1.13E+02,-111.060762,-108.320338
4.06E+04,-1.14E+02,-111.549152,-108.262148
4.09E+04,-1.14E+02,-111.204196,-108.115724
4.11E+04,-1.14E+02,-110.808582,-108.39149
4.13E+04,-1.13E+02,-110.037232,-108.467816
4.15E+04,-1.14E+02,-110.301466,-109.007702
4.18E+04,-1.13E+02,-110.31003,-109.477464
4.20E+04,-1.14E+02,-110.650902,-109.788304
4.22E+04,-1.14E+02,-110.732188,-110.013484
4.25E+04,-1.15E+02,-111.154702,-110.017932
4.27E+04,-1.14E+02,-110.94519,-109.591266
4.29E+04,-1.14E+02,-110.594822,-109.366234
4.32E+04,-1.13E+02,-110.648764,-110.05107
4.34E+04,-1.12E+02,-110.509494,-110.118552
4.36E+04,-1.12E+02,-110.95666,-109.897434
4.39E+04,-1.13E+02,-111.417902,-110.156974
4.41E+04,-1.13E+02,-113.004574,-110.06421
4.44E+04,-1.14E+02,-113.857308,-109.518188
4.46E+04,-1.15E+02,-113.992292,-109.405228
4.48E+04,-1.15E+02,-113.159898,-109.78478
4.51E+04,-1.14E+02,-112.481724,-110.387012
4.53E+04,-1.14E+02,-110.689864,-110.222818
4.56E+04,-1.13E+02,-110.64683,-110.542682
4.58E+04,-1.14E+02,-111.282288,-111.121904
4.61E+04,-1.13E+02,-111.931834,-111.405032
4.63E+04,-1.14E+02,-111.648166,-111.033002
4.66E+04,-1.14E+02,-111.504186,-110.96712
4.68E+04,-1.14E+02,-110.910452,-110.993858
4.71E+04,-1.14E+02,-110.789476,-110.771266
4.74E+04,-1.14E+02,-110.130376,-110.72529
4.76E+04,-1.14E+02,-110.347082,-111.297616
4.79E+04,-1.14E+02,-111.012024,-112.253924
4.81E+04,-1.14E+02,-110.994564,-112.428668
4.84E+04,-1.15E+02,-110.355534,-112.907242
4.87E+04,-1.15E+02,-110.698106,-113.054142
4.89E+04,-1.15E+02,-110.376922,-113.005384
4.92E+04,-1.15E+02,-110.145612,-113.275728
4.95E+04,-1.14E+02,-109.969256,-113.63404
4.97E+04,-1.14E+02,-110.493524,-113.190092
5.00E+04,-1.14E+02,-110.374472,-113.469466
5.03E+04,-1.14E+02,-110.264838,-113.860144
5.06E+04,-1.13E+02,-110.229806,-113.23366
5.08E+04,-1.14E+02,-110.284664,-113.376414
5.11E+04,-1.14E+02,-109.90378,-113.258522
5.14E+04,-1.13E+02,-110.060034,-113.006766
5.17E+04,-1.13E+02,-110.701132,-112.806402
5.20E+04,-1.13E+02,-110.434742,-112.470602
5.22E+04,-1.13E+02,-111.066814,-111.572204
5.25E+04,-1.13E+02,-111.459246,-111.841402
5.28E+04,-1.13E+02,-112.086144,-112.06729
5.31E+04,-1.13E+02,-112.178808,-111.948816
5.34E+04,-1.13E+02,-112.160726,-112.559956
5.37E+04,-1.13E+02,-111.29249,-113.31845
5.40E+04,-1.14E+02,-111.366212,-113.787172
5.43E+04,-1.13E+02,-110.70953,-113.246304
5.46E+04,-1.14E+02,-110.596584,-113.365276
5.49E+04,-1.14E+02,-110.784422,-113.367816
5.52E+04,-1.15E+02,-110.858534,-112.713062
5.55E+04,-1.14E+02,-110.55533,-112.121352
5.58E+04,-1.15E+02,-110.280318,-112.22076
5.61E+04,-1.15E+02,-109.915592,-112.067738
5.64E+04,-1.15E+02,-110.944862,-111.865782
5.67E+04,-1.15E+02,-111.862966,-112.123248
5.70E+04,-1.14E+02,-111.825408,-112.318754
5.73E+04,-1.14E+02,-112.04088,-112.50897
5.76E+04,-1.14E+02,-112.63608,-112.869232
5.79E+04,-1.14E+02,-112.448116,-112.941136
5.83E+04,-1.14E+02,-111.89263,-113.528596
5.86E+04,-1.14E+02,-111.748382,-113.977068
5.89E+04,-1.14E+02,-112.056066,-114.137604
5.92E+04,-1.13E+02,-112.406358,-113.977534
5.95E+04,-1.14E+02,-111.940162,-114.444938
5.99E+04,-1.13E+02,-112.287244,-114.118058
6.02E+04,-1.13E+02,-112.555546,-113.848314
6.05E+04,-1.13E+02,-112.471572,-113.842222
6.09E+04,-1.13E+02,-111.614066,-113.815034
6.12E+04,-1.13E+02,-111.443526,-113.48884
6.15E+04,-1.13E+02,-111.498764,-113.643298
6.19E+04,-1.13E+02,-111.667424,-113.787428
6.22E+04,-1.14E+02,-111.3821,-113.606712
6.25E+04,-1.14E+02,-111.478926,-113.577992
6.29E+04,-1.14E+02,-111.869364,-113.708942
6.32E+04,-1.15E+02,-111.821222,-113.881982
6.36E+04,-1.15E+02,-111.728502,-113.975772
6.39E+04,-1.15E+02,-111.65666,-114.400582
6.43E+04,-1.15E+02,-111.46146,-114.47008
6.46E+04,-1.15E+02,-111.053082,-114.378082
6.50E+04,-1.13E+02,-110.834336,-114.214332
6.53E+04,-1.13E+02,-110.395688,-114.079068
6.57E+04,-1.14E+02,-111.30596,-114.067344
6.61E+04,-1.14E+02,-111.840638,-114.248444
6.64E+04,-1.14E+02,-112.28395,-114.563218
6.68E+04,-1.14E+02,-112.650368,-114.456616
6.71E+04,-1.14E+02,-112.868916,-114.745622
6.75E+04,-1.14E+02,-111.947988,-114.614936
6.79E+04,-1.14E+02,-111.575712,-114.453708
6.83E+04,-1.14E+02,-111.486162,-114.610868
6.86E+04,-1.15E+02,-111.213026,-114.940412
6.90E+04,-1.14E+02,-111.491808,-114.834494
6.94E+04,-1.14E+02,-111.44153,-115.150928
6.98E+04,-1.14E+02,-111.094086,-115.150274
7.01E+04,-1.14E+02,-111.279236,-115.09644
7.05E+04,-1.14E+02,-110.967468,-115.105104
7.09E+04,-1.14E+02,-111.272744,-115.028022
7.13E+04,-1.13E+02,-111.73107,-114.977434
7.17E+04,-1.13E+02,-112.552336,-115.169014
7.21E+04,-1.13E+02,-111.998156,-114.71635
7.25E+04,-1.13E+02,-112.28395,-114.786112
7.29E+04,-1.14E+02,-111.98876,-114.670884
7.33E+04,-1.14E+02,-111.992714,-114.542532
7.37E+04,-1.14E+02,-111.840694,-114.454196
7.41E+04,-1.13E+02,-111.835838,-114.372906
7.45E+04,-1.13E+02,-111.909564,-114.17205
7.49E+04,-1.13E+02,-111.666862,-114.678628
7.53E+04,-1.13E+02,-111.754332,-114.614438
7.57E+04,-1.13E+02,-111.829174,-114.810462
7.61E+04,-1.14E+02,-112.140674,-115.272002
7.65E+04,-1.14E+02,-112.191358,-115.525312
7.70E+04,-1.13E+02,-112.083782,-114.91641
7.74E+04,-1.14E+02,-112.268884,-115.253866
7.78E+04,-1.15E+02,-112.242998,-114.93055
7.82E+04,-1.15E+02,-111.847358,-114.84223
7.87E+04,-1.15E+02,-111.610976,-114.624014
7.91E+04,-1.15E+02,-112.546294,-114.733156
7.95E+04,-1.15E+02,-112.909604,-114.57671
8.00E+04,-1.14E+02,-112.71595,-114.914506
8.04E+04,-1.14E+02,-113.102114,-114.831004
8.08E+04,-1.14E+02,-113.322216,-115.070966
8.13E+04,-1.14E+02,-113.188362,-115.243222
8.17E+04,-1.15E+02,-113.094388,-115.407934
8.22E+04,-1.14E+02,-113.480082,-115.345908
8.26E+04,-1.15E+02,-113.255666,-115.665916
8.31E+04,-1.14E+02,-113.381248,-115.26624
8.35E+04,-1.14E+02,-112.873352,-115.527084
8.40E+04,-1.14E+02,-112.439656,-115.219192
8.44E+04,-1.14E+02,-112.219442,-115.253292
8.49E+04,-1.14E+02,-112.675782,-115.11788
8.54E+04,-1.14E+02,-112.92321,-115.538618
8.58E+04,-1.15E+02,-112.820656,-115.164298
8.63E+04,-1.14E+02,-112.538324,-115.2465
8.68E+04,-1.14E+02,-112.39482,-115.191634
8.72E+04,-1.14E+02,-112.39778,-115.346356
8.77E+04,-1.14E+02,-112.147582,-115.23545
8.82E+04,-1.14E+02,-112.381452,-115.396258
8.87E+04,-1.14E+02,-112.491208,-115.610476
8.92E+04,-1.14E+02,-112.623594,-115.438818
8.97E+04,-1.15E+02,-112.230816,-115.46966
9.02E+04,-1.14E+02,-112.169526,-115.393192
9.06E+04,-1.14E+02,-111.83867,-115.384614
9.11E+04,-1.13E+02,-111.968268,-115.355492
9.16E+04,-1.13E+02,-111.793276,-115.427528
9.21E+04,-1.13E+02,-112.124952,-115.053962
9.26E+04,-1.13E+02,-111.850228,-115.325882
9.32E+04,-1.13E+02,-112.038506,-115.331894
9.37E+04,-1.13E+02,-111.67479,-115.497322
9.42E+04,-1.13E+02,-112.076618,-115.587652
9.47E+04,-1.13E+02,-111.640642,-115.870522
9.52E+04,-1.14E+02,-112.153442,-115.375766
9.57E+04,-1.14E+02,-111.862012,-115.225084
9.63E+04,-1.14E+02,-112.450268,-115.008896
9.68E+04,-1.15E+02,-112.016556,-114.889608
9.73E+04,-1.15E+02,-112.772594,-114.920858
9.78E+04,-1.14E+02,-112.4346,-115.189156
9.84E+04,-1.14E+02,-112.72133,-115.326978
9.89E+04,-1.14E+02,-112.794122,-115.231248
9.95E+04,-1.14E+02,-113.191152,-115.313666
1.00E+05,-1.13E+02,-112.354146,-114.827986
1.00E+05,-1.13E+02,-111.945504,-114.665472
1.01E+05,-1.12E+02,-112.225382,-114.597752
1.01E+05,-1.12E+02,-112.000682,-114.439272
1.01E+05,-1.12E+02,-111.796506,-114.925806
1.02E+05,-1.13E+02,-112.329676,-115.918534
1.02E+05,-1.13E+02,-112.685288,-116.240192
1.03E+05,-1.14E+02,-112.64389,-116.438188
